pokemon_identifier,move_identifier
heracross,max-strike
heracross,max-flare
heracross,max-geyser
heracross,max-overgrowth
heracross,max-knuckle
heracross,max-ooze
heracross,max-quake
heracross,max-airstream
heracross,max-mindstorm
heracross,max-flutterby
heracross,max-rockfall
heracross,max-phantasm
heracross,max-darkness
heracross,max-steelspike
heracross,max-guard
heracross-mega,max-strike
heracross-mega,max-flare
heracross-mega,max-geyser
heracross-mega,max-overgrowth
heracross-mega,max-knuckle
heracross-mega,max-ooze
heracross-mega,max-quake
heracross-mega,max-airstream
heracross-mega,max-mindstorm
heracross-mega,max-flutterby
heracross-mega,max-rockfall
heracross-mega,max-phantasm
heracross-mega,max-darkness
heracross-mega,max-steelspike
heracross-mega,max-guard
sneasel,max-strike
sneasel,max-flare
sneasel,max-geyser
sneasel,max-hailstorm
sneasel,max-knuckle
sneasel,max-ooze
sneasel,max-quake
sneasel,max-mindstorm
sneasel,max-flutterby
sneasel,max-phantasm
sneasel,max-darkness
sneasel,max-steelspike
sneasel,max-guard
weavile,max-strike
weavile,max-flare
weavile,max-geyser
weavile,max-hailstorm
weavile,max-knuckle
weavile,max-ooze
weavile,max-quake
weavile,max-mindstorm
weavile,max-flutterby
weavile,max-phantasm
weavile,max-darkness
weavile,max-steelspike
weavile,max-guard
teddiursa,max-strike
teddiursa,max-flare
teddiursa,max-geyser
teddiursa,max-overgrowth
teddiursa,max-lightning
teddiursa,max-hailstorm
teddiursa,max-knuckle
teddiursa,max-ooze
teddiursa,max-quake
teddiursa,max-airstream
teddiursa,max-mindstorm
teddiursa,max-rockfall
teddiursa,max-phantasm
teddiursa,max-darkness
teddiursa,max-steelspike
teddiursa,max-starfall
teddiursa,max-guard
ursaring,max-strike
ursaring,max-flare
ursaring,max-geyser
ursaring,max-overgrowth
ursaring,max-lightning
ursaring,max-hailstorm
ursaring,max-knuckle
ursaring,max-ooze
ursaring,max-quake
ursaring,max-airstream
ursaring,max-mindstorm
ursaring,max-rockfall
ursaring,max-phantasm
ursaring,max-darkness
ursaring,max-guard
slugma,max-strike
slugma,max-flare
slugma,max-ooze
slugma,max-quake
slugma,max-mindstorm
slugma,max-flutterby
slugma,max-rockfall
slugma,max-phantasm
slugma,max-darkness
slugma,max-steelspike
slugma,max-guard
magcargo,max-strike
magcargo,max-flare
magcargo,max-overgrowth
magcargo,max-ooze
magcargo,max-quake
magcargo,max-mindstorm
magcargo,max-flutterby
magcargo,max-rockfall
magcargo,max-steelspike
magcargo,max-guard
swinub,max-strike
swinub,max-geyser
swinub,max-hailstorm
swinub,max-knuckle
swinub,max-quake
swinub,max-mindstorm
swinub,max-rockfall
swinub,max-phantasm
swinub,max-darkness
swinub,max-guard
piloswine,max-strike
piloswine,max-geyser
piloswine,max-hailstorm
piloswine,max-knuckle
piloswine,max-quake
piloswine,max-mindstorm
piloswine,max-rockfall
piloswine,max-guard
mamoswine,max-strike
mamoswine,max-geyser
mamoswine,max-hailstorm
mamoswine,max-knuckle
mamoswine,max-quake
mamoswine,max-mindstorm
mamoswine,max-rockfall
mamoswine,max-darkness
mamoswine,max-steelspike
mamoswine,max-guard
corsola,max-strike
corsola,max-flare
corsola,max-geyser
corsola,max-hailstorm
corsola,max-quake
corsola,max-mindstorm
corsola,max-rockfall
corsola,max-phantasm
corsola,max-darkness
corsola,max-steelspike
corsola,max-guard
corsola-galar,max-strike
corsola-galar,max-flare
corsola-galar,max-geyser
corsola-galar,max-overgrowth
corsola-galar,max-hailstorm
corsola-galar,max-quake
corsola-galar,max-mindstorm
corsola-galar,max-rockfall
corsola-galar,max-phantasm
corsola-galar,max-darkness
corsola-galar,max-steelspike
corsola-galar,max-guard
cursola,max-strike
cursola,max-flare
cursola,max-geyser
cursola,max-overgrowth
cursola,max-hailstorm
cursola,max-knuckle
cursola,max-quake
cursola,max-mindstorm
cursola,max-flutterby
cursola,max-rockfall
cursola,max-phantasm
cursola,max-darkness
cursola,max-steelspike
cursola,max-guard
remoraid,max-strike
remoraid,max-flare
remoraid,max-geyser
remoraid,max-overgrowth
remoraid,max-lightning
remoraid,max-hailstorm
remoraid,max-ooze
remoraid,max-quake
remoraid,max-airstream
remoraid,max-mindstorm
remoraid,max-flutterby
remoraid,max-rockfall
remoraid,max-darkness
remoraid,max-guard
octillery,max-strike
octillery,max-flare
octillery,max-geyser
octillery,max-overgrowth
octillery,max-lightning
octillery,max-hailstorm
octillery,max-ooze
octillery,max-quake
octillery,max-airstream
octillery,max-mindstorm
octillery,max-flutterby
octillery,max-rockfall
octillery,max-darkness
octillery,max-steelspike
octillery,max-guard
delibird,max-strike
delibird,max-geyser
delibird,max-overgrowth
delibird,max-hailstorm
delibird,max-knuckle
delibird,max-ooze
delibird,max-quake
delibird,max-airstream
delibird,max-mindstorm
delibird,max-flutterby
delibird,max-phantasm
delibird,max-darkness
delibird,max-steelspike
delibird,max-guard
mantyke,max-strike
mantyke,max-geyser
mantyke,max-hailstorm
mantyke,max-quake
mantyke,max-airstream
mantyke,max-mindstorm
mantyke,max-flutterby
mantyke,max-rockfall
mantyke,max-phantasm
mantyke,max-wyrmwind
mantyke,max-guard
mantine,max-strike
mantine,max-geyser
mantine,max-overgrowth
mantine,max-hailstorm
mantine,max-knuckle
mantine,max-ooze
mantine,max-quake
mantine,max-airstream
mantine,max-mindstorm
mantine,max-flutterby
mantine,max-rockfall
mantine,max-phantasm
mantine,max-wyrmwind
mantine,max-darkness
mantine,max-steelspike
mantine,max-guard
skarmory,max-strike
skarmory,max-flare
skarmory,max-hailstorm
skarmory,max-ooze
skarmory,max-quake
skarmory,max-airstream
skarmory,max-mindstorm
skarmory,max-flutterby
skarmory,max-rockfall
skarmory,max-phantasm
skarmory,max-darkness
skarmory,max-steelspike
skarmory,max-guard
houndour,max-strike
houndour,max-flare
houndour,max-overgrowth
houndour,max-lightning
houndour,max-knuckle
houndour,max-ooze
houndour,max-mindstorm
houndour,max-phantasm
houndour,max-darkness
houndour,max-steelspike
houndour,max-guard
houndoom,max-strike
houndoom,max-flare
houndoom,max-overgrowth
houndoom,max-lightning
houndoom,max-ooze
houndoom,max-mindstorm
houndoom,max-phantasm
houndoom,max-darkness
houndoom,max-steelspike
houndoom,max-guard
houndoom-mega,max-strike
houndoom-mega,max-flare
houndoom-mega,max-overgrowth
houndoom-mega,max-lightning
houndoom-mega,max-ooze
houndoom-mega,max-mindstorm
houndoom-mega,max-phantasm
houndoom-mega,max-darkness
houndoom-mega,max-steelspike
houndoom-mega,max-guard
phanpy,max-strike
phanpy,max-flare
phanpy,max-overgrowth
phanpy,max-hailstorm
phanpy,max-knuckle
phanpy,max-ooze
phanpy,max-quake
phanpy,max-mindstorm
phanpy,max-rockfall
phanpy,max-darkness
phanpy,max-steelspike
phanpy,max-starfall
phanpy,max-guard
donphan,max-strike
donphan,max-flare
donphan,max-overgrowth
donphan,max-lightning
donphan,max-knuckle
donphan,max-ooze
donphan,max-quake
donphan,max-airstream
donphan,max-mindstorm
donphan,max-rockfall
donphan,max-darkness
donphan,max-steelspike
donphan,max-guard
stantler,max-strike
stantler,max-flare
stantler,max-geyser
stantler,max-overgrowth
stantler,max-lightning
stantler,max-knuckle
stantler,max-ooze
stantler,max-quake
stantler,max-airstream
stantler,max-mindstorm
stantler,max-flutterby
stantler,max-phantasm
stantler,max-darkness
stantler,max-steelspike
stantler,max-guard
smeargle,max-strike
smeargle,max-guard
miltank,max-strike
miltank,max-flare
miltank,max-geyser
miltank,max-overgrowth
miltank,max-lightning
miltank,max-hailstorm
miltank,max-knuckle
miltank,max-ooze
miltank,max-quake
miltank,max-mindstorm
miltank,max-rockfall
miltank,max-phantasm
miltank,max-darkness
miltank,max-steelspike
miltank,max-guard
raikou,max-strike
raikou,max-flare
raikou,max-geyser
raikou,max-lightning
raikou,max-ooze
raikou,max-quake
raikou,max-mindstorm
raikou,max-flutterby
raikou,max-rockfall
raikou,max-phantasm
raikou,max-darkness
raikou,max-steelspike
raikou,max-guard
entei,max-strike
entei,max-flare
entei,max-geyser
entei,max-overgrowth
entei,max-ooze
entei,max-quake
entei,max-mindstorm
entei,max-rockfall
entei,max-phantasm
entei,max-darkness
entei,max-steelspike
entei,max-guard
suicune,max-strike
suicune,max-flare
suicune,max-geyser
suicune,max-hailstorm
suicune,max-ooze
suicune,max-quake
suicune,max-airstream
suicune,max-mindstorm
suicune,max-flutterby
suicune,max-rockfall
suicune,max-phantasm
suicune,max-darkness
suicune,max-steelspike
suicune,max-guard
larvitar,max-strike
larvitar,max-flare
larvitar,max-geyser
larvitar,max-knuckle
larvitar,max-quake
larvitar,max-mindstorm
larvitar,max-rockfall
larvitar,max-phantasm
larvitar,max-wyrmwind
larvitar,max-darkness
larvitar,max-steelspike
larvitar,max-guard
pupitar,max-strike
pupitar,max-flare
pupitar,max-geyser
pupitar,max-knuckle
pupitar,max-quake
pupitar,max-mindstorm
pupitar,max-rockfall
pupitar,max-phantasm
pupitar,max-wyrmwind
pupitar,max-darkness
pupitar,max-steelspike
pupitar,max-guard
tyranitar,max-strike
tyranitar,max-flare
tyranitar,max-geyser
tyranitar,max-lightning
tyranitar,max-hailstorm
tyranitar,max-knuckle
tyranitar,max-quake
tyranitar,max-mindstorm
tyranitar,max-rockfall
tyranitar,max-phantasm
tyranitar,max-wyrmwind
tyranitar,max-darkness
tyranitar,max-steelspike
tyranitar,max-guard
tyranitar-mega,max-strike
tyranitar-mega,max-flare
tyranitar-mega,max-geyser
tyranitar-mega,max-lightning
tyranitar-mega,max-hailstorm
tyranitar-mega,max-knuckle
tyranitar-mega,max-ooze
tyranitar-mega,max-quake
tyranitar-mega,max-airstream
tyranitar-mega,max-mindstorm
tyranitar-mega,max-rockfall
tyranitar-mega,max-phantasm
tyranitar-mega,max-wyrmwind
tyranitar-mega,max-darkness
tyranitar-mega,max-steelspike
tyranitar-mega,max-guard
lugia,max-strike
lugia,max-flare
lugia,max-geyser
lugia,max-overgrowth
lugia,max-lightning
lugia,max-hailstorm
lugia,max-ooze
lugia,max-quake
lugia,max-airstream
lugia,max-mindstorm
lugia,max-flutterby
lugia,max-rockfall
lugia,max-phantasm
lugia,max-wyrmwind
lugia,max-darkness
lugia,max-steelspike
lugia,max-guard
ho-oh,max-strike
ho-oh,max-flare
ho-oh,max-geyser
ho-oh,max-overgrowth
ho-oh,max-lightning
ho-oh,max-ooze
ho-oh,max-quake
ho-oh,max-airstream
ho-oh,max-mindstorm
ho-oh,max-flutterby
ho-oh,max-rockfall
ho-oh,max-phantasm
ho-oh,max-darkness
ho-oh,max-steelspike
ho-oh,max-guard
celebi,max-strike
celebi,max-flare
celebi,max-geyser
celebi,max-overgrowth
celebi,max-lightning
celebi,max-knuckle
celebi,max-quake
celebi,max-mindstorm
celebi,max-flutterby
celebi,max-rockfall
celebi,max-phantasm
celebi,max-darkness
celebi,max-starfall
celebi,max-guard
treecko,max-strike
treecko,max-flare
treecko,max-overgrowth
treecko,max-lightning
treecko,max-knuckle
treecko,max-ooze
treecko,max-quake
treecko,max-airstream
treecko,max-mindstorm
treecko,max-rockfall
treecko,max-wyrmwind
treecko,max-darkness
treecko,max-steelspike
treecko,max-guard
grovyle,max-strike
grovyle,max-flare
grovyle,max-overgrowth
grovyle,max-lightning
grovyle,max-knuckle
grovyle,max-ooze
grovyle,max-airstream
grovyle,max-mindstorm
grovyle,max-flutterby
grovyle,max-rockfall
grovyle,max-darkness
grovyle,max-steelspike
grovyle,max-guard
sceptile,max-strike
sceptile,max-flare
sceptile,max-overgrowth
sceptile,max-lightning
sceptile,max-knuckle
sceptile,max-ooze
sceptile,max-quake
sceptile,max-airstream
sceptile,max-mindstorm
sceptile,max-flutterby
sceptile,max-rockfall
sceptile,max-wyrmwind
sceptile,max-darkness
sceptile,max-steelspike
sceptile,max-guard
sceptile-mega,max-strike
sceptile-mega,max-flare
sceptile-mega,max-overgrowth
sceptile-mega,max-lightning
sceptile-mega,max-knuckle
sceptile-mega,max-ooze
sceptile-mega,max-quake
sceptile-mega,max-airstream
sceptile-mega,max-mindstorm
sceptile-mega,max-flutterby
sceptile-mega,max-rockfall
sceptile-mega,max-wyrmwind
sceptile-mega,max-darkness
sceptile-mega,max-steelspike
sceptile-mega,max-guard
torchic,max-strike
torchic,max-flare
torchic,max-knuckle
torchic,max-ooze
torchic,max-quake
torchic,max-airstream
torchic,max-mindstorm
torchic,max-rockfall
torchic,max-phantasm
torchic,max-darkness
torchic,max-guard
combusken,max-strike
combusken,max-flare
combusken,max-lightning
combusken,max-knuckle
combusken,max-ooze
combusken,max-quake
combusken,max-airstream
combusken,max-mindstorm
combusken,max-rockfall
combusken,max-phantasm
combusken,max-wyrmwind
combusken,max-darkness
combusken,max-guard
blaziken,max-strike
blaziken,max-flare
blaziken,max-overgrowth
blaziken,max-lightning
blaziken,max-knuckle
blaziken,max-ooze
blaziken,max-quake
blaziken,max-airstream
blaziken,max-mindstorm
blaziken,max-rockfall
blaziken,max-phantasm
blaziken,max-wyrmwind
blaziken,max-darkness
blaziken,max-guard
blaziken-mega,max-strike
blaziken-mega,max-flare
blaziken-mega,max-overgrowth
blaziken-mega,max-lightning
blaziken-mega,max-knuckle
blaziken-mega,max-ooze
blaziken-mega,max-quake
blaziken-mega,max-airstream
blaziken-mega,max-mindstorm
blaziken-mega,max-rockfall
blaziken-mega,max-phantasm
blaziken-mega,max-wyrmwind
blaziken-mega,max-darkness
blaziken-mega,max-guard
mudkip,max-strike
mudkip,max-geyser
mudkip,max-hailstorm
mudkip,max-knuckle
mudkip,max-ooze
mudkip,max-quake
mudkip,max-mindstorm
mudkip,max-rockfall
mudkip,max-phantasm
mudkip,max-darkness
mudkip,max-steelspike
mudkip,max-guard
marshtomp,max-strike
marshtomp,max-geyser
marshtomp,max-hailstorm
marshtomp,max-knuckle
marshtomp,max-ooze
marshtomp,max-quake
marshtomp,max-mindstorm
marshtomp,max-rockfall
marshtomp,max-darkness
marshtomp,max-steelspike
marshtomp,max-guard
swampert,max-strike
swampert,max-geyser
swampert,max-hailstorm
swampert,max-knuckle
swampert,max-ooze
swampert,max-quake
swampert,max-mindstorm
swampert,max-rockfall
swampert,max-wyrmwind
swampert,max-darkness
swampert,max-steelspike
swampert,max-guard
swampert-mega,max-strike
swampert-mega,max-geyser
swampert-mega,max-hailstorm
swampert-mega,max-knuckle
swampert-mega,max-ooze
swampert-mega,max-quake
swampert-mega,max-mindstorm
swampert-mega,max-rockfall
swampert-mega,max-wyrmwind
swampert-mega,max-darkness
swampert-mega,max-steelspike
swampert-mega,max-guard
poochyena,max-strike
poochyena,max-flare
poochyena,max-geyser
poochyena,max-lightning
poochyena,max-hailstorm
poochyena,max-ooze
poochyena,max-quake
poochyena,max-mindstorm
poochyena,max-phantasm
poochyena,max-darkness
poochyena,max-steelspike
poochyena,max-starfall
poochyena,max-guard
mightyena,max-strike
mightyena,max-flare
mightyena,max-geyser
mightyena,max-lightning
mightyena,max-hailstorm
mightyena,max-ooze
mightyena,max-quake
mightyena,max-mindstorm
mightyena,max-phantasm
mightyena,max-darkness
mightyena,max-steelspike
mightyena,max-starfall
mightyena,max-guard
zigzagoon,max-strike
zigzagoon,max-flare
zigzagoon,max-geyser
zigzagoon,max-overgrowth
zigzagoon,max-lightning
zigzagoon,max-hailstorm
zigzagoon,max-ooze
zigzagoon,max-quake
zigzagoon,max-mindstorm
zigzagoon,max-flutterby
zigzagoon,max-phantasm
zigzagoon,max-darkness
zigzagoon,max-steelspike
zigzagoon,max-starfall
zigzagoon,max-guard
zigzagoon-galar,max-strike
zigzagoon-galar,max-flare
zigzagoon-galar,max-geyser
zigzagoon-galar,max-overgrowth
zigzagoon-galar,max-lightning
zigzagoon-galar,max-hailstorm
zigzagoon-galar,max-knuckle
zigzagoon-galar,max-ooze
zigzagoon-galar,max-quake
zigzagoon-galar,max-mindstorm
zigzagoon-galar,max-flutterby
zigzagoon-galar,max-phantasm
zigzagoon-galar,max-darkness
zigzagoon-galar,max-steelspike
zigzagoon-galar,max-starfall
zigzagoon-galar,max-guard
linoone,max-strike
linoone,max-flare
linoone,max-geyser
linoone,max-overgrowth
linoone,max-lightning
linoone,max-hailstorm
linoone,max-ooze
linoone,max-quake
linoone,max-mindstorm
linoone,max-flutterby
linoone,max-phantasm
linoone,max-darkness
linoone,max-steelspike
linoone,max-starfall
linoone,max-guard
linoone-galar,max-strike
linoone-galar,max-flare
linoone-galar,max-geyser
linoone-galar,max-overgrowth
linoone-galar,max-lightning
linoone-galar,max-hailstorm
linoone-galar,max-knuckle
linoone-galar,max-ooze
linoone-galar,max-quake
linoone-galar,max-mindstorm
linoone-galar,max-flutterby
linoone-galar,max-phantasm
linoone-galar,max-darkness
linoone-galar,max-steelspike
linoone-galar,max-guard
obstagoon,max-strike
obstagoon,max-flare
obstagoon,max-geyser
obstagoon,max-overgrowth
obstagoon,max-lightning
obstagoon,max-hailstorm
obstagoon,max-knuckle
obstagoon,max-ooze
obstagoon,max-quake
obstagoon,max-mindstorm
obstagoon,max-flutterby
obstagoon,max-phantasm
obstagoon,max-darkness
obstagoon,max-steelspike
obstagoon,max-guard
wurmple,max-strike
wurmple,max-lightning
wurmple,max-ooze
wurmple,max-flutterby
wurmple,max-guard
silcoon,max-lightning
silcoon,max-flutterby
silcoon,max-steelspike
silcoon,max-guard
beautifly,max-strike
beautifly,max-flare
beautifly,max-overgrowth
beautifly,max-lightning
beautifly,max-ooze
beautifly,max-airstream
beautifly,max-mindstorm
beautifly,max-flutterby
beautifly,max-phantasm
beautifly,max-darkness
beautifly,max-guard
cascoon,max-lightning
cascoon,max-flutterby
cascoon,max-steelspike
cascoon,max-guard
dustox,max-strike
dustox,max-flare
dustox,max-overgrowth
dustox,max-lightning
dustox,max-ooze
dustox,max-airstream
dustox,max-mindstorm
dustox,max-flutterby
dustox,max-phantasm
dustox,max-darkness
dustox,max-starfall
dustox,max-guard
lotad,max-strike
lotad,max-flare
lotad,max-geyser
lotad,max-overgrowth
lotad,max-hailstorm
lotad,max-knuckle
lotad,max-mindstorm
lotad,max-phantasm
lotad,max-darkness
lotad,max-guard
lombre,max-strike
lombre,max-flare
lombre,max-geyser
lombre,max-overgrowth
lombre,max-lightning
lombre,max-hailstorm
lombre,max-knuckle
lombre,max-quake
lombre,max-mindstorm
lombre,max-phantasm
lombre,max-darkness
lombre,max-guard
ludicolo,max-strike
ludicolo,max-flare
ludicolo,max-geyser
ludicolo,max-overgrowth
ludicolo,max-lightning
ludicolo,max-hailstorm
ludicolo,max-knuckle
ludicolo,max-quake
ludicolo,max-mindstorm
ludicolo,max-phantasm
ludicolo,max-darkness
ludicolo,max-guard
seedot,max-strike
seedot,max-flare
seedot,max-overgrowth
seedot,max-quake
seedot,max-airstream
seedot,max-mindstorm
seedot,max-rockfall
seedot,max-phantasm
seedot,max-darkness
seedot,max-guard
nuzleaf,max-strike
nuzleaf,max-flare
nuzleaf,max-overgrowth
nuzleaf,max-knuckle
nuzleaf,max-quake
nuzleaf,max-airstream
nuzleaf,max-mindstorm
nuzleaf,max-rockfall
nuzleaf,max-phantasm
nuzleaf,max-darkness
nuzleaf,max-guard
shiftry,max-strike
shiftry,max-flare
shiftry,max-overgrowth
shiftry,max-hailstorm
shiftry,max-knuckle
shiftry,max-quake
shiftry,max-airstream
shiftry,max-mindstorm
shiftry,max-flutterby
shiftry,max-rockfall
shiftry,max-phantasm
shiftry,max-darkness
shiftry,max-guard
taillow,max-strike
taillow,max-flare
taillow,max-geyser
taillow,max-knuckle
taillow,max-ooze
taillow,max-airstream
taillow,max-mindstorm
taillow,max-flutterby
taillow,max-darkness
taillow,max-steelspike
taillow,max-guard
swellow,max-strike
swellow,max-flare
swellow,max-geyser
swellow,max-knuckle
swellow,max-ooze
swellow,max-airstream
swellow,max-mindstorm
swellow,max-flutterby
swellow,max-darkness
swellow,max-steelspike
swellow,max-guard
wingull,max-strike
wingull,max-geyser
wingull,max-lightning
wingull,max-hailstorm
wingull,max-airstream
wingull,max-mindstorm
wingull,max-flutterby
wingull,max-rockfall
wingull,max-wyrmwind
wingull,max-darkness
wingull,max-steelspike
wingull,max-guard
pelipper,max-strike
pelipper,max-geyser
pelipper,max-overgrowth
pelipper,max-lightning
pelipper,max-hailstorm
pelipper,max-ooze
pelipper,max-airstream
pelipper,max-mindstorm
pelipper,max-flutterby
pelipper,max-darkness
pelipper,max-steelspike
pelipper,max-guard
ralts,max-strike
ralts,max-flare
ralts,max-geyser
ralts,max-overgrowth
ralts,max-lightning
ralts,max-hailstorm
ralts,max-mindstorm
ralts,max-flutterby
ralts,max-phantasm
ralts,max-darkness
ralts,max-starfall
ralts,max-guard
kirlia,max-strike
kirlia,max-flare
kirlia,max-geyser
kirlia,max-overgrowth
kirlia,max-lightning
kirlia,max-hailstorm
kirlia,max-mindstorm
kirlia,max-flutterby
kirlia,max-phantasm
kirlia,max-darkness
kirlia,max-starfall
kirlia,max-guard
gardevoir,max-strike
gardevoir,max-flare
gardevoir,max-geyser
gardevoir,max-overgrowth
gardevoir,max-lightning
gardevoir,max-hailstorm
gardevoir,max-knuckle
gardevoir,max-mindstorm
gardevoir,max-flutterby
gardevoir,max-phantasm
gardevoir,max-darkness
gardevoir,max-starfall
gardevoir,max-guard
gardevoir-mega,max-strike
gardevoir-mega,max-flare
gardevoir-mega,max-geyser
gardevoir-mega,max-overgrowth
gardevoir-mega,max-lightning
gardevoir-mega,max-hailstorm
gardevoir-mega,max-knuckle
gardevoir-mega,max-ooze
gardevoir-mega,max-mindstorm
gardevoir-mega,max-flutterby
gardevoir-mega,max-phantasm
gardevoir-mega,max-darkness
gardevoir-mega,max-starfall
gardevoir-mega,max-guard
gallade,max-strike
gallade,max-flare
gallade,max-geyser
gallade,max-overgrowth
gallade,max-lightning
gallade,max-hailstorm
gallade,max-knuckle
gallade,max-ooze
gallade,max-quake
gallade,max-airstream
gallade,max-mindstorm
gallade,max-flutterby
gallade,max-rockfall
gallade,max-phantasm
gallade,max-wyrmwind
gallade,max-darkness
gallade,max-starfall
gallade,max-guard
gallade-mega,max-strike
gallade-mega,max-flare
gallade-mega,max-geyser
gallade-mega,max-overgrowth
gallade-mega,max-lightning
gallade-mega,max-hailstorm
gallade-mega,max-knuckle
gallade-mega,max-ooze
gallade-mega,max-quake
gallade-mega,max-airstream
gallade-mega,max-mindstorm
gallade-mega,max-flutterby
gallade-mega,max-rockfall
gallade-mega,max-phantasm
gallade-mega,max-wyrmwind
gallade-mega,max-darkness
gallade-mega,max-starfall
gallade-mega,max-guard
surskit,max-strike
surskit,max-flare
surskit,max-geyser
surskit,max-overgrowth
surskit,max-hailstorm
surskit,max-ooze
surskit,max-quake
surskit,max-mindstorm
surskit,max-flutterby
surskit,max-phantasm
surskit,max-darkness
surskit,max-guard
masquerain,max-strike
masquerain,max-flare
masquerain,max-geyser
masquerain,max-overgrowth
masquerain,max-hailstorm
masquerain,max-ooze
masquerain,max-airstream
masquerain,max-mindstorm
masquerain,max-flutterby
masquerain,max-phantasm
masquerain,max-darkness
masquerain,max-guard
shroomish,max-strike
shroomish,max-flare
shroomish,max-overgrowth
shroomish,max-knuckle
shroomish,max-ooze
shroomish,max-mindstorm
shroomish,max-darkness
shroomish,max-starfall
shroomish,max-guard
breloom,max-strike
breloom,max-flare
breloom,max-overgrowth
breloom,max-lightning
breloom,max-knuckle
breloom,max-ooze
breloom,max-mindstorm
breloom,max-rockfall
breloom,max-darkness
breloom,max-steelspike
breloom,max-guard
slakoth,max-strike
slakoth,max-flare
slakoth,max-geyser
slakoth,max-overgrowth
slakoth,max-lightning
slakoth,max-hailstorm
slakoth,max-knuckle
slakoth,max-ooze
slakoth,max-airstream
slakoth,max-mindstorm
slakoth,max-rockfall
slakoth,max-phantasm
slakoth,max-darkness
slakoth,max-starfall
slakoth,max-guard
vigoroth,max-strike
vigoroth,max-flare
vigoroth,max-geyser
vigoroth,max-overgrowth
vigoroth,max-lightning
vigoroth,max-hailstorm
vigoroth,max-knuckle
vigoroth,max-ooze
vigoroth,max-quake
vigoroth,max-airstream
vigoroth,max-mindstorm
vigoroth,max-rockfall
vigoroth,max-phantasm
vigoroth,max-darkness
vigoroth,max-guard
slaking,max-strike
slaking,max-flare
slaking,max-geyser
slaking,max-overgrowth
slaking,max-lightning
slaking,max-hailstorm
slaking,max-knuckle
slaking,max-ooze
slaking,max-quake
slaking,max-airstream
slaking,max-mindstorm
slaking,max-rockfall
slaking,max-phantasm
slaking,max-darkness
slaking,max-guard
nincada,max-strike
nincada,max-flare
nincada,max-overgrowth
nincada,max-knuckle
nincada,max-quake
nincada,max-airstream
nincada,max-mindstorm
nincada,max-flutterby
nincada,max-rockfall
nincada,max-phantasm
nincada,max-darkness
nincada,max-steelspike
nincada,max-guard
ninjask,max-strike
ninjask,max-flare
ninjask,max-overgrowth
ninjask,max-quake
ninjask,max-airstream
ninjask,max-mindstorm
ninjask,max-flutterby
ninjask,max-rockfall
ninjask,max-phantasm
ninjask,max-darkness
ninjask,max-steelspike
ninjask,max-guard
shedinja,max-strike
shedinja,max-flare
shedinja,max-overgrowth
shedinja,max-quake
shedinja,max-mindstorm
shedinja,max-flutterby
shedinja,max-rockfall
shedinja,max-phantasm
shedinja,max-darkness
shedinja,max-steelspike
shedinja,max-guard
whismur,max-strike
whismur,max-flare
whismur,max-geyser
whismur,max-overgrowth
whismur,max-lightning
whismur,max-hailstorm
whismur,max-knuckle
whismur,max-ooze
whismur,max-mindstorm
whismur,max-phantasm
whismur,max-darkness
whismur,max-starfall
whismur,max-guard
loudred,max-strike
loudred,max-flare
loudred,max-geyser
loudred,max-overgrowth
loudred,max-lightning
loudred,max-hailstorm
loudred,max-knuckle
loudred,max-ooze
loudred,max-quake
loudred,max-mindstorm
loudred,max-rockfall
loudred,max-phantasm
loudred,max-darkness
loudred,max-guard
exploud,max-strike
exploud,max-flare
exploud,max-geyser
exploud,max-overgrowth
exploud,max-lightning
exploud,max-hailstorm
exploud,max-knuckle
exploud,max-ooze
exploud,max-quake
exploud,max-mindstorm
exploud,max-rockfall
exploud,max-phantasm
exploud,max-wyrmwind
exploud,max-darkness
exploud,max-guard
makuhita,max-strike
makuhita,max-flare
makuhita,max-geyser
makuhita,max-lightning
makuhita,max-hailstorm
makuhita,max-knuckle
makuhita,max-ooze
makuhita,max-quake
makuhita,max-mindstorm
makuhita,max-rockfall
makuhita,max-darkness
makuhita,max-steelspike
makuhita,max-guard
hariyama,max-strike
hariyama,max-flare
hariyama,max-geyser
hariyama,max-lightning
hariyama,max-hailstorm
hariyama,max-knuckle
hariyama,max-ooze
hariyama,max-quake
hariyama,max-mindstorm
hariyama,max-rockfall
hariyama,max-darkness
hariyama,max-steelspike
hariyama,max-guard
nosepass,max-strike
nosepass,max-flare
nosepass,max-lightning
nosepass,max-hailstorm
nosepass,max-ooze
nosepass,max-quake
nosepass,max-mindstorm
nosepass,max-rockfall
nosepass,max-darkness
nosepass,max-steelspike
nosepass,max-starfall
nosepass,max-guard
probopass,max-strike
probopass,max-flare
probopass,max-lightning
probopass,max-hailstorm
probopass,max-ooze
probopass,max-quake
probopass,max-mindstorm
probopass,max-rockfall
probopass,max-darkness
probopass,max-steelspike
probopass,max-starfall
probopass,max-guard
skitty,max-strike
skitty,max-flare
skitty,max-geyser
skitty,max-overgrowth
skitty,max-lightning
skitty,max-hailstorm
skitty,max-knuckle
skitty,max-ooze
skitty,max-quake
skitty,max-mindstorm
skitty,max-phantasm
skitty,max-darkness
skitty,max-steelspike
skitty,max-starfall
skitty,max-guard
delcatty,max-strike
delcatty,max-flare
delcatty,max-geyser
delcatty,max-overgrowth
delcatty,max-lightning
delcatty,max-hailstorm
delcatty,max-ooze
delcatty,max-quake
delcatty,max-mindstorm
delcatty,max-phantasm
delcatty,max-darkness
