pokemon_identifier,move_identifier
mareep,shock-wave
mareep,magnet-rise
mareep,after-you
mareep,electroweb
flaaffy,fire-punch
flaaffy,thunder-punch
flaaffy,snore
flaaffy,heal-bell
flaaffy,iron-tail
flaaffy,focus-punch
flaaffy,signal-beam
flaaffy,shock-wave
flaaffy,magnet-rise
flaaffy,after-you
flaaffy,electroweb
ampharos,fire-punch
ampharos,thunder-punch
ampharos,snore
ampharos,outrage
ampharos,heal-bell
ampharos,iron-tail
ampharos,focus-punch
ampharos,signal-beam
ampharos,shock-wave
ampharos,magnet-rise
ampharos,dragon-pulse
ampharos,after-you
ampharos,electroweb
ampharos,laser-focus
ampharos-mega,fire-punch
ampharos-mega,thunder-punch
ampharos-mega,snore
ampharos-mega,outrage
ampharos-mega,heal-bell
ampharos-mega,iron-tail
ampharos-mega,focus-punch
ampharos-mega,signal-beam
ampharos-mega,shock-wave
ampharos-mega,magnet-rise
ampharos-mega,dragon-pulse
ampharos-mega,after-you
ampharos-mega,electroweb
ampharos-mega,laser-focus
azurill,snore
azurill,icy-wind
azurill,iron-tail
azurill,uproar
azurill,helping-hand
azurill,knock-off
azurill,hyper-voice
azurill,bounce
azurill,covet
azurill,water-pulse
marill,ice-punch
marill,snore
marill,icy-wind
marill,iron-tail
marill,focus-punch
marill,helping-hand
marill,superpower
marill,knock-off
marill,hyper-voice
marill,bounce
marill,covet
marill,water-pulse
marill,aqua-tail
azumarill,ice-punch
azumarill,snore
azumarill,icy-wind
azumarill,iron-tail
azumarill,focus-punch
azumarill,helping-hand
azumarill,superpower
azumarill,knock-off
azumarill,hyper-voice
azumarill,bounce
azumarill,covet
azumarill,water-pulse
azumarill,aqua-tail
azumarill,liquidation
bonsly,low-kick
bonsly,snore
bonsly,uproar
bonsly,helping-hand
bonsly,role-play
bonsly,block
bonsly,covet
bonsly,earth-power
bonsly,stealth-rock
bonsly,foul-play
bonsly,after-you
bonsly,stomping-tantrum
sudowoodo,fire-punch
sudowoodo,ice-punch
sudowoodo,thunder-punch
sudowoodo,low-kick
sudowoodo,snore
sudowoodo,focus-punch
sudowoodo,helping-hand
sudowoodo,role-play
sudowoodo,block
sudowoodo,covet
sudowoodo,earth-power
sudowoodo,stealth-rock
sudowoodo,foul-play
sudowoodo,after-you
sudowoodo,stomping-tantrum
hoppip,snore
hoppip,giga-drain
hoppip,synthesis
hoppip,helping-hand
hoppip,bounce
hoppip,worry-seed
hoppip,seed-bomb
skiploom,snore
skiploom,giga-drain
skiploom,synthesis
skiploom,helping-hand
skiploom,bounce
skiploom,worry-seed
skiploom,seed-bomb
jumpluff,snore
jumpluff,giga-drain
jumpluff,synthesis
jumpluff,helping-hand
jumpluff,bounce
jumpluff,worry-seed
jumpluff,seed-bomb
aipom,fire-punch
aipom,ice-punch
aipom,thunder-punch
aipom,low-kick
aipom,snore
aipom,spite
aipom,iron-tail
aipom,uproar
aipom,focus-punch
aipom,role-play
aipom,knock-off
aipom,snatch
aipom,bounce
aipom,covet
aipom,shock-wave
aipom,water-pulse
aipom,last-resort
aipom,seed-bomb
aipom,gunk-shot
aipom,foul-play
ambipom,fire-punch
ambipom,ice-punch
ambipom,thunder-punch
ambipom,low-kick
ambipom,snore
ambipom,spite
ambipom,iron-tail
ambipom,uproar
ambipom,focus-punch
ambipom,role-play
ambipom,knock-off
ambipom,snatch
ambipom,bounce
ambipom,covet
ambipom,shock-wave
ambipom,water-pulse
ambipom,last-resort
ambipom,seed-bomb
ambipom,gunk-shot
ambipom,foul-play
ambipom,laser-focus
sunkern,snore
sunkern,giga-drain
sunkern,synthesis
sunkern,uproar
sunkern,helping-hand
sunkern,endeavor
sunkern,worry-seed
sunkern,seed-bomb
sunkern,earth-power
sunkern,after-you
sunflora,snore
sunflora,giga-drain
sunflora,synthesis
sunflora,uproar
sunflora,helping-hand
sunflora,endeavor
sunflora,worry-seed
sunflora,seed-bomb
sunflora,earth-power
sunflora,after-you
yanma,snore
yanma,giga-drain
yanma,uproar
yanma,signal-beam
yanma,tailwind
yanma,defog
yanma,bug-bite
yanmega,snore
yanmega,giga-drain
yanmega,uproar
yanmega,signal-beam
yanmega,tailwind
yanmega,defog
yanmega,bug-bite
yanmega,laser-focus
wooper,ice-punch
wooper,snore
wooper,icy-wind
wooper,iron-tail
wooper,water-pulse
wooper,aqua-tail
wooper,earth-power
wooper,after-you
wooper,stomping-tantrum
quagsire,ice-punch
quagsire,snore
quagsire,icy-wind
quagsire,iron-tail
quagsire,focus-punch
quagsire,water-pulse
quagsire,aqua-tail
quagsire,earth-power
quagsire,after-you
quagsire,stomping-tantrum
murkrow,sky-attack
murkrow,snore
murkrow,spite
murkrow,icy-wind
murkrow,uproar
murkrow,heat-wave
murkrow,snatch
murkrow,tailwind
murkrow,defog
murkrow,foul-play
honchkrow,sky-attack
honchkrow,snore
honchkrow,spite
honchkrow,icy-wind
honchkrow,uproar
honchkrow,heat-wave
honchkrow,superpower
honchkrow,snatch
honchkrow,tailwind
honchkrow,defog
honchkrow,foul-play
misdreavus,snore
misdreavus,spite
misdreavus,icy-wind
misdreavus,heal-bell
misdreavus,pain-split
misdreavus,uproar
misdreavus,trick
misdreavus,magic-coat
misdreavus,skill-swap
misdreavus,snatch
misdreavus,hyper-voice
misdreavus,shock-wave
misdreavus,wonder-room
misdreavus,telekinesis
misdreavus,magic-room
misdreavus,foul-play
misdreavus,ally-switch
mismagius,snore
mismagius,spite
mismagius,icy-wind
mismagius,heal-bell
mismagius,pain-split
mismagius,uproar
mismagius,trick
mismagius,magic-coat
mismagius,skill-swap
mismagius,snatch
mismagius,hyper-voice
mismagius,shock-wave
mismagius,wonder-room
mismagius,telekinesis
mismagius,magic-room
mismagius,foul-play
mismagius,ally-switch
mismagius,laser-focus
girafarig,snore
girafarig,iron-tail
girafarig,uproar
girafarig,trick
girafarig,magic-coat
girafarig,recycle
girafarig,skill-swap
girafarig,hyper-voice
girafarig,signal-beam
girafarig,shock-wave
girafarig,gravity
girafarig,zen-headbutt
girafarig,telekinesis
girafarig,foul-play
girafarig,ally-switch
girafarig,stomping-tantrum
pineco,snore
pineco,giga-drain
pineco,pain-split
pineco,iron-defense
pineco,gravity
pineco,stealth-rock
pineco,bug-bite
pineco,drill-run
forretress,snore
forretress,giga-drain
forretress,pain-split
forretress,signal-beam
forretress,iron-defense
forretress,block
forretress,gravity
forretress,magnet-rise
forretress,stealth-rock
forretress,bug-bite
forretress,telekinesis
forretress,ally-switch
forretress,drill-run
forretress,laser-focus
dunsparce,bind
dunsparce,snore
dunsparce,spite
dunsparce,pain-split
dunsparce,iron-tail
dunsparce,magic-coat
dunsparce,endeavor
dunsparce,shock-wave
dunsparce,water-pulse
dunsparce,last-resort
dunsparce,aqua-tail
dunsparce,zen-headbutt
dunsparce,stealth-rock
dunsparce,drill-run
dunsparce,stomping-tantrum
gligar,snore
gligar,iron-tail
gligar,knock-off
gligar,tailwind
gligar,aqua-tail
gligar,earth-power
gligar,defog
gligar,stealth-rock
gligar,bug-bite
gligar,throat-chop
gliscor,sky-attack
gliscor,snore
gliscor,iron-tail
gliscor,knock-off
gliscor,tailwind
gliscor,aqua-tail
gliscor,earth-power
gliscor,defog
gliscor,stealth-rock
gliscor,bug-bite
gliscor,throat-chop
snubbull,fire-punch
snubbull,ice-punch
snubbull,thunder-punch
snubbull,low-kick
snubbull,super-fang
snubbull,snore
snubbull,heal-bell
snubbull,focus-punch
snubbull,superpower
snubbull,hyper-voice
snubbull,covet
snubbull,shock-wave
snubbull,water-pulse
snubbull,last-resort
granbull,fire-punch
granbull,ice-punch
granbull,thunder-punch
granbull,low-kick
granbull,super-fang
granbull,snore
granbull,outrage
granbull,heal-bell
granbull,iron-tail
granbull,focus-punch
granbull,superpower
granbull,hyper-voice
granbull,covet
granbull,shock-wave
granbull,water-pulse
granbull,last-resort
granbull,stomping-tantrum
qwilfish,snore
qwilfish,icy-wind
qwilfish,pain-split
qwilfish,signal-beam
qwilfish,bounce
qwilfish,shock-wave
qwilfish,water-pulse
qwilfish,aqua-tail
qwilfish,throat-chop
qwilfish,liquidation
shuckle,bind
shuckle,snore
shuckle,helping-hand
shuckle,knock-off
shuckle,gastro-acid
shuckle,earth-power
shuckle,stealth-rock
shuckle,bug-bite
shuckle,after-you
heracross,low-kick
heracross,snore
heracross,focus-punch
heracross,helping-hand
heracross,knock-off
heracross,iron-defense
heracross,bug-bite
heracross,throat-chop
heracross-mega,low-kick
heracross-mega,snore
heracross-mega,focus-punch
heracross-mega,helping-hand
heracross-mega,knock-off
heracross-mega,iron-defense
heracross-mega,bug-bite
heracross-mega,throat-chop
sneasel,ice-punch
sneasel,low-kick
sneasel,snore
sneasel,spite
sneasel,icy-wind
sneasel,iron-tail
sneasel,focus-punch
sneasel,knock-off
sneasel,snatch
sneasel,foul-play
sneasel,laser-focus
sneasel,throat-chop
weavile,ice-punch
weavile,low-kick
weavile,snore
weavile,spite
weavile,icy-wind
weavile,iron-tail
weavile,focus-punch
weavile,knock-off
weavile,snatch
weavile,foul-play
weavile,laser-focus
weavile,throat-chop
teddiursa,fire-punch
teddiursa,ice-punch
teddiursa,thunder-punch
teddiursa,snore
teddiursa,focus-punch
teddiursa,superpower
teddiursa,hyper-voice
teddiursa,covet
teddiursa,last-resort
teddiursa,seed-bomb
teddiursa,gunk-shot
ursaring,fire-punch
ursaring,ice-punch
ursaring,thunder-punch
ursaring,low-kick
ursaring,snore
ursaring,uproar
ursaring,focus-punch
ursaring,superpower
ursaring,hyper-voice
ursaring,covet
ursaring,last-resort
ursaring,seed-bomb
ursaring,gunk-shot
ursaring,laser-focus
ursaring,throat-chop
ursaring,stomping-tantrum
slugma,snore
slugma,pain-split
slugma,heat-wave
slugma,iron-defense
slugma,earth-power
slugma,after-you
magcargo,snore
magcargo,pain-split
magcargo,heat-wave
magcargo,iron-defense
magcargo,earth-power
magcargo,stealth-rock
magcargo,after-you
magcargo,stomping-tantrum
swinub,snore
swinub,icy-wind
swinub,superpower
swinub,endeavor
swinub,earth-power
swinub,stealth-rock
piloswine,snore
piloswine,icy-wind
piloswine,superpower
piloswine,endeavor
piloswine,earth-power
piloswine,stealth-rock
piloswine,stomping-tantrum
mamoswine,snore
mamoswine,icy-wind
mamoswine,superpower
mamoswine,knock-off
mamoswine,endeavor
mamoswine,block
mamoswine,earth-power
mamoswine,iron-head
mamoswine,stealth-rock
mamoswine,stomping-tantrum
corsola,snore
corsola,icy-wind
corsola,magic-coat
corsola,endeavor
corsola,iron-defense
corsola,water-pulse
corsola,earth-power
corsola,stealth-rock
corsola,throat-chop
corsola,stomping-tantrum
corsola,liquidation
remoraid,snore
remoraid,icy-wind
remoraid,signal-beam
remoraid,bounce
remoraid,water-pulse
remoraid,seed-bomb
remoraid,gunk-shot
octillery,bind
octillery,snore
octillery,icy-wind
octillery,signal-beam
octillery,bounce
octillery,water-pulse
octillery,seed-bomb
octillery,gunk-shot
delibird,ice-punch
delibird,sky-attack
delibird,snore
delibird,icy-wind
delibird,focus-punch
delibird,recycle
delibird,signal-beam
delibird,bounce
delibird,water-pulse
delibird,seed-bomb
delibird,defog
delibird,gunk-shot
mantyke,snore
mantyke,icy-wind
mantyke,helping-hand
mantyke,signal-beam
mantyke,bounce
mantyke,water-pulse
mantyke,tailwind
mantine,snore
mantine,icy-wind
mantine,helping-hand
mantine,signal-beam
mantine,bounce
mantine,water-pulse
mantine,tailwind
mantine,aqua-tail
mantine,seed-bomb
mantine,defog
mantine,gunk-shot
mantine,iron-head
mantine,liquidation
skarmory,sky-attack
skarmory,snore
skarmory,icy-wind
skarmory,iron-defense
skarmory,tailwind
skarmory,defog
skarmory,iron-head
skarmory,stealth-rock
houndour,super-fang
houndour,snore
houndour,spite
houndour,iron-tail
houndour,uproar
houndour,heat-wave
houndour,role-play
houndour,snatch
houndour,hyper-voice
houndour,foul-play
houndoom,super-fang
houndoom,snore
houndoom,spite
houndoom,iron-tail
houndoom,uproar
houndoom,heat-wave
houndoom,role-play
houndoom,snatch
houndoom,hyper-voice
houndoom,foul-play
houndoom,laser-focus
houndoom,throat-chop
houndoom-mega,super-fang
houndoom-mega,snore
houndoom-mega,spite
houndoom-mega,iron-tail
houndoom-mega,uproar
houndoom-mega,heat-wave
houndoom-mega,role-play
houndoom-mega,snatch
houndoom-mega,hyper-voice
houndoom-mega,foul-play
houndoom-mega,laser-focus
houndoom-mega,throat-chop
phanpy,snore
phanpy,iron-tail
phanpy,superpower
phanpy,knock-off
phanpy,endeavor
phanpy,hyper-voice
phanpy,last-resort
phanpy,seed-bomb
phanpy,earth-power
phanpy,gunk-shot
phanpy,stealth-rock
donphan,snore
donphan,iron-tail
donphan,superpower
donphan,knock-off
donphan,endeavor
donphan,hyper-voice
donphan,iron-defense
donphan,block
donphan,bounce
donphan,last-resort
donphan,seed-bomb
donphan,earth-power
donphan,gunk-shot
donphan,stealth-rock
donphan,stomping-tantrum
stantler,snore
stantler,spite
stantler,iron-tail
stantler,uproar
stantler,role-play
stantler,skill-swap
stantler,signal-beam
stantler,bounce
stantler,shock-wave
stantler,gravity
stantler,last-resort
stantler,zen-headbutt
stantler,magic-room
stantler,throat-chop
miltank,fire-punch
miltank,ice-punch
miltank,thunder-punch
miltank,snore
miltank,icy-wind
miltank,heal-bell
miltank,iron-tail
miltank,focus-punch
miltank,helping-hand
miltank,block
miltank,shock-wave
miltank,water-pulse
miltank,zen-headbutt
miltank,iron-head
miltank,stealth-rock
miltank,after-you
miltank,stomping-tantrum
raikou,snore
raikou,iron-tail
raikou,signal-beam
raikou,shock-wave
raikou,magnet-rise
raikou,iron-head
raikou,laser-focus
raikou,throat-chop
entei,snore
entei,iron-tail
entei,heat-wave
entei,iron-head
entei,laser-focus
entei,stomping-tantrum
suicune,snore
suicune,icy-wind
suicune,iron-tail
suicune,signal-beam
suicune,water-pulse
suicune,tailwind
suicune,iron-head
suicune,laser-focus
larvitar,snore
larvitar,spite
larvitar,outrage
larvitar,iron-tail
larvitar,uproar
larvitar,superpower
larvitar,iron-defense
larvitar,earth-power
larvitar,iron-head
larvitar,stealth-rock
pupitar,snore
pupitar,spite
pupitar,outrage
pupitar,iron-tail
pupitar,uproar
pupitar,superpower
pupitar,iron-defense
pupitar,earth-power
pupitar,iron-head
pupitar,stealth-rock
tyranitar,fire-punch
tyranitar,ice-punch
tyranitar,thunder-punch
tyranitar,low-kick
tyranitar,snore
tyranitar,spite
tyranitar,outrage
tyranitar,iron-tail
tyranitar,uproar
tyranitar,focus-punch
tyranitar,superpower
tyranitar,iron-defense
tyranitar,block
tyranitar,shock-wave
tyranitar,water-pulse
tyranitar,aqua-tail
tyranitar,dragon-pulse
tyranitar,earth-power
tyranitar,iron-head
tyranitar,stealth-rock
tyranitar,foul-play
tyranitar,stomping-tantrum
tyranitar-mega,fire-punch
tyranitar-mega,ice-punch
tyranitar-mega,thunder-punch
tyranitar-mega,low-kick
tyranitar-mega,snore
tyranitar-mega,spite
tyranitar-mega,outrage
tyranitar-mega,iron-tail
tyranitar-mega,uproar
tyranitar-mega,focus-punch
tyranitar-mega,superpower
tyranitar-mega,iron-defense
tyranitar-mega,block
tyranitar-mega,shock-wave
tyranitar-mega,water-pulse
tyranitar-mega,aqua-tail
tyranitar-mega,dragon-pulse
tyranitar-mega,earth-power
tyranitar-mega,iron-head
tyranitar-mega,stealth-rock
tyranitar-mega,foul-play
tyranitar-mega,stomping-tantrum
lugia,sky-attack
lugia,snore
lugia,icy-wind
lugia,giga-drain
lugia,iron-tail
lugia,trick
lugia,skill-swap
lugia,hyper-voice
lugia,signal-beam
lugia,shock-wave
lugia,water-pulse
lugia,tailwind
lugia,aqua-tail
lugia,dragon-pulse
lugia,earth-power
lugia,zen-headbutt
lugia,defog
lugia,iron-head
lugia,wonder-room
lugia,telekinesis
lugia,laser-focus
ho-oh,sky-attack
ho-oh,snore
ho-oh,giga-drain
ho-oh,heat-wave
ho-oh,hyper-voice
ho-oh,signal-beam
ho-oh,shock-wave
ho-oh,tailwind
ho-oh,earth-power
ho-oh,zen-headbutt
ho-oh,defog
ho-oh,iron-head
ho-oh,laser-focus
celebi,snore
celebi,giga-drain
celebi,heal-bell
celebi,synthesis
celebi,uproar
celebi,helping-hand
celebi,trick
celebi,magic-coat
celebi,skill-swap
celebi,signal-beam
celebi,shock-wave
celebi,water-pulse
celebi,last-resort
celebi,worry-seed
celebi,seed-bomb
celebi,earth-power
celebi,zen-headbutt
celebi,stealth-rock
celebi,wonder-room
celebi,telekinesis
celebi,magic-room
celebi,ally-switch
celebi,laser-focus
treecko,thunder-punch
treecko,low-kick
treecko,snore
treecko,giga-drain
treecko,iron-tail
treecko,synthesis
treecko,focus-punch
treecko,endeavor
treecko,worry-seed
treecko,seed-bomb
treecko,drain-punch
treecko,grass-pledge
grovyle,thunder-punch
grovyle,low-kick
grovyle,snore
grovyle,giga-drain
grovyle,iron-tail
grovyle,synthesis
grovyle,focus-punch
grovyle,endeavor
grovyle,worry-seed
grovyle,seed-bomb
grovyle,drain-punch
grovyle,grass-pledge
sceptile,thunder-punch
sceptile,low-kick
sceptile,snore
sceptile,outrage
sceptile,giga-drain
sceptile,iron-tail
sceptile,synthesis
sceptile,focus-punch
sceptile,endeavor
sceptile,frenzy-plant
sceptile,worry-seed
sceptile,seed-bomb
sceptile,dragon-pulse
sceptile,drain-punch
sceptile,grass-pledge
sceptile,dual-chop
sceptile,laser-focus
sceptile,throat-chop
sceptile-mega,thunder-punch
sceptile-mega,low-kick
sceptile-mega,snore
sceptile-mega,outrage
sceptile-mega,giga-drain
sceptile-mega,iron-tail
sceptile-mega,synthesis
sceptile-mega,focus-punch
sceptile-mega,endeavor
sceptile-mega,frenzy-plant
sceptile-mega,worry-seed
sceptile-mega,seed-bomb
sceptile-mega,dragon-pulse
sceptile-mega,drain-punch
sceptile-mega,grass-pledge
sceptile-mega,dual-chop
sceptile-mega,laser-focus
sceptile-mega,throat-chop
torchic,low-kick
torchic,snore
torchic,heat-wave
torchic,helping-hand
torchic,bounce
torchic,last-resort
torchic,defog
torchic,fire-pledge
combusken,fire-punch
combusken,thunder-punch
combusken,low-kick
combusken,snore
combusken,heat-wave
combusken,focus-punch
combusken,helping-hand
combusken,bounce
combusken,last-resort
combusken,defog
combusken,fire-pledge
combusken,dual-chop
blaziken,fire-punch
blaziken,thunder-punch
blaziken,low-kick
blaziken,snore
blaziken,heat-wave
blaziken,focus-punch
blaziken,helping-hand
blaziken,role-play
blaziken,superpower
blaziken,knock-off
blaziken,blast-burn
blaziken,bounce
blaziken,last-resort
blaziken,defog
blaziken,fire-pledge
blaziken,dual-chop
blaziken,laser-focus
blaziken-mega,fire-punch
blaziken-mega,thunder-punch
blaziken-mega,low-kick
blaziken-mega,snore
blaziken-mega,heat-wave
blaziken-mega,focus-punch
blaziken-mega,helping-hand
blaziken-mega,role-play
blaziken-mega,superpower
blaziken-mega,knock-off
blaziken-mega,blast-burn
blaziken-mega,bounce
blaziken-mega,last-resort
blaziken-mega,defog
blaziken-mega,fire-pledge
blaziken-mega,dual-chop
blaziken-mega,laser-focus
mudkip,low-kick
mudkip,snore
mudkip,icy-wind
mudkip,iron-tail
mudkip,uproar
mudkip,superpower
mudkip,endeavor
mudkip,water-pulse
mudkip,aqua-tail
mudkip,earth-power
mudkip,water-pledge
marshtomp,ice-punch
marshtomp,low-kick
marshtomp,snore
marshtomp,icy-wind
marshtomp,iron-tail
marshtomp,uproar
marshtomp,superpower
marshtomp,endeavor
marshtomp,water-pulse
marshtomp,aqua-tail
marshtomp,earth-power
marshtomp,stealth-rock
marshtomp,water-pledge
swampert,ice-punch
swampert,low-kick
swampert,snore
swampert,icy-wind
swampert,outrage
swampert,iron-tail
swampert,uproar
swampert,focus-punch
swampert,superpower
swampert,endeavor
swampert,hydro-cannon
swampert,water-pulse
swampert,aqua-tail
swampert,earth-power
swampert,stealth-rock
swampert,water-pledge
swampert,stomping-tantrum
swampert-mega,ice-punch
swampert-mega,low-kick
swampert-mega,snore
swampert-mega,icy-wind
swampert-mega,outrage
swampert-mega,iron-tail
swampert-mega,uproar
swampert-mega,focus-punch
swampert-mega,superpower
swampert-mega,endeavor
swampert-mega,hydro-cannon
swampert-mega,water-pulse
swampert-mega,aqua-tail
swampert-mega,earth-power
swampert-mega,stealth-rock
swampert-mega,water-pledge
swampert-mega,stomping-tantrum
poochyena,super-fang
poochyena,snore
poochyena,spite
poochyena,iron-tail
poochyena,uproar
poochyena,snatch
poochyena,hyper-voice
poochyena,covet
poochyena,foul-play
mightyena,super-fang
mightyena,snore
mightyena,spite
mightyena,iron-tail
mightyena,uproar
mightyena,snatch
mightyena,hyper-voice
mightyena,covet
mightyena,foul-play
mightyena,laser-focus
mightyena,throat-chop
zigzagoon,super-fang
zigzagoon,snore
zigzagoon,icy-wind
zigzagoon,iron-tail
zigzagoon,helping-hand
zigzagoon,trick
zigzagoon,hyper-voice
zigzagoon,covet
zigzagoon,shock-wave
zigzagoon,water-pulse
zigzagoon,last-resort
zigzagoon,seed-bomb
zigzagoon,gunk-shot
linoone,super-fang
linoone,snore
linoone,icy-wind
linoone,iron-tail
linoone,helping-hand
linoone,trick
linoone,hyper-voice
linoone,covet
linoone,shock-wave
linoone,water-pulse
linoone,last-resort
linoone,seed-bomb
linoone,gunk-shot
linoone,throat-chop
linoone,stomping-tantrum
wurmple,snore
wurmple,bug-bite
wurmple,electroweb
silcoon,iron-defense
silcoon,bug-bite
silcoon,electroweb
beautifly,snore
beautifly,giga-drain
beautifly,signal-beam
beautifly,tailwind
beautifly,defog
beautifly,bug-bite
beautifly,electroweb
beautifly,laser-focus
cascoon,iron-defense
cascoon,bug-bite
cascoon,electroweb
dustox,snore
dustox,giga-drain
dustox,signal-beam
dustox,tailwind
dustox,defog
dustox,bug-bite
dustox,electroweb
dustox,laser-focus
lotad,snore
lotad,icy-wind
lotad,giga-drain
lotad,synthesis
lotad,uproar
lotad,water-pulse
lotad,seed-bomb
lotad,zen-headbutt
lombre,fire-punch
lombre,ice-punch
lombre,thunder-punch
lombre,snore
lombre,icy-wind
lombre,giga-drain
lombre,synthesis
lombre,uproar
lombre,knock-off
lombre,hyper-voice
lombre,water-pulse
lombre,seed-bomb
lombre,drain-punch
lombre,zen-headbutt
ludicolo,fire-punch
ludicolo,ice-punch
ludicolo,thunder-punch
ludicolo,snore
ludicolo,icy-wind
ludicolo,giga-drain
ludicolo,synthesis
ludicolo,uproar
ludicolo,focus-punch
ludicolo,knock-off
ludicolo,hyper-voice
ludicolo,water-pulse
ludicolo,seed-bomb
ludicolo,drain-punch
ludicolo,zen-headbutt
seedot,snore
seedot,spite
seedot,giga-drain
seedot,synthesis
seedot,worry-seed
seedot,seed-bomb
seedot,defog
seedot,foul-play
nuzleaf,low-kick
nuzleaf,snore
nuzleaf,spite
nuzleaf,giga-drain
nuzleaf,synthesis
nuzleaf,worry-seed
nuzleaf,seed-bomb
nuzleaf,defog
nuzleaf,foul-play
shiftry,low-kick
shiftry,snore
shiftry,spite
shiftry,icy-wind
shiftry,giga-drain
shiftry,synthesis
shiftry,knock-off
shiftry,bounce
shiftry,tailwind
shiftry,worry-seed
shiftry,seed-bomb
shiftry,defog
shiftry,foul-play
shiftry,throat-chop
taillow,sky-attack
taillow,snore
taillow,heat-wave
taillow,endeavor
taillow,tailwind
taillow,defog
swellow,sky-attack
swellow,snore
swellow,heat-wave
swellow,endeavor
swellow,tailwind
swellow,defog
swellow,laser-focus
wingull,sky-attack
wingull,snore
wingull,icy-wind
wingull,uproar
wingull,knock-off
wingull,shock-wave
wingull,water-pulse
wingull,tailwind
wingull,defog
wingull,liquidation
pelipper,sky-attack
pelipper,snore
pelipper,icy-wind
pelipper,uproar
pelipper,knock-off
pelipper,shock-wave
pelipper,water-pulse
pelipper,tailwind
pelipper,seed-bomb
pelipper,defog
pelipper,gunk-shot
pelipper,liquidation
ralts,fire-punch
ralts,ice-punch
ralts,thunder-punch
ralts,snore
ralts,icy-wind
ralts,pain-split
ralts,helping-hand
ralts,trick
ralts,magic-coat
ralts,recycle
ralts,skill-swap
ralts,snatch
ralts,hyper-voice
ralts,signal-beam
ralts,shock-wave
ralts,zen-headbutt
ralts,wonder-room
ralts,telekinesis
ralts,magic-room
ralts,ally-switch
kirlia,fire-punch
kirlia,ice-punch
kirlia,thunder-punch
kirlia,snore
kirlia,icy-wind
kirlia,pain-split
kirlia,helping-hand
kirlia,trick
kirlia,magic-coat
kirlia,recycle
kirlia,skill-swap
kirlia,snatch
kirlia,hyper-voice
kirlia,signal-beam
kirlia,shock-wave
kirlia,zen-headbutt
kirlia,wonder-room
kirlia,telekinesis
kirlia,magic-room
kirlia,ally-switch
gardevoir,fire-punch
gardevoir,ice-punch
gardevoir,thunder-punch
gardevoir,snore
gardevoir,icy-wind
gardevoir,heal-bell
gardevoir,pain-split
gardevoir,helping-hand
gardevoir,trick
gardevoir,magic-coat
gardevoir,recycle
gardevoir,skill-swap
gardevoir,snatch
gardevoir,hyper-voice
gardevoir,signal-beam
gardevoir,shock-wave
gardevoir,zen-headbutt
gardevoir,wonder-room
gardevoir,telekinesis
gardevoir,magic-room
gardevoir,ally-switch
gardevoir,laser-focus
gardevoir-mega,fire-punch
gardevoir-mega,ice-punch
gardevoir-mega,thunder-punch
gardevoir-mega,snore
gardevoir-mega,icy-wind
gardevoir-mega,heal-bell
gardevoir-mega,pain-split
gardevoir-mega,helping-hand
gardevoir-mega,trick
gardevoir-mega,magic-coat
gardevoir-mega,recycle
gardevoir-mega,skill-swap
gardevoir-mega,snatch
gardevoir-mega,hyper-voice
gardevoir-mega,signal-beam
gardevoir-mega,shock-wave
gardevoir-mega,zen-headbutt
gardevoir-mega,wonder-room
gardevoir-mega,telekinesis
gardevoir-mega,magic-room
gardevoir-mega,ally-switch
gardevoir-mega,laser-focus
gallade,fire-punch
gallade,ice-punch
gallade,thunder-punch
gallade,low-kick
gallade,snore
gallade,pain-split
gallade,focus-punch
gallade,helping-hand
gallade,trick
gallade,magic-coat
gallade,recycle
gallade,knock-off
gallade,skill-swap
gallade,snatch
gallade,hyper-voice
gallade,signal-beam
gallade,shock-wave
gallade,drain-punch
gallade,zen-headbutt
gallade,wonder-room
gallade,telekinesis
gallade,magic-room
gallade,ally-switch
gallade,dual-chop
gallade,laser-focus
gallade,throat-chop
gallade-mega,fire-punch
gallade-mega,ice-punch
gallade-mega,thunder-punch
gallade-mega,low-kick
gallade-mega,snore
gallade-mega,pain-split
gallade-mega,focus-punch
gallade-mega,helping-hand
gallade-mega,trick
gallade-mega,magic-coat
gallade-mega,recycle
gallade-mega,knock-off
gallade-mega,skill-swap
gallade-mega,snatch
gallade-mega,hyper-voice
gallade-mega,signal-beam
gallade-mega,shock-wave
gallade-mega,drain-punch
gallade-mega,zen-headbutt
gallade-mega,wonder-room
gallade-mega,telekinesis
gallade-mega,magic-room
gallade-mega,ally-switch
gallade-mega,dual-chop
gallade-mega,laser-focus
gallade-mega,throat-chop
surskit,snore
surskit,icy-wind
surskit,giga-drain
surskit,signal-beam
surskit,water-pulse
surskit,bug-bite
surskit,liquidation
masquerain,snore
masquerain,icy-wind
masquerain,giga-drain
masquerain,signal-beam
masquerain,water-pulse
masquerain,tailwind
masquerain,defog
masquerain,bug-bite
masquerain,liquidation
shroomish,snore
shroomish,giga-drain
shroomish,synthesis
shroomish,focus-punch
shroomish,helping-hand
shroomish,snatch
shroomish,worry-seed
shroomish,seed-bomb
shroomish,drain-punch
breloom,thunder-punch
breloom,snore
breloom,giga-drain
breloom,iron-tail
breloom,synthesis
breloom,focus-punch
breloom,helping-hand
breloom,superpower
breloom,snatch
breloom,worry-seed
breloom,seed-bomb
breloom,drain-punch
breloom,laser-focus
slakoth,fire-punch
slakoth,ice-punch
