pokemon_identifier,move_identifier,level
linoone,switcheroo,1
linoone,pin-missile,1
linoone,baby-doll-eyes,1
linoone,tackle,1
linoone,growl,1
linoone,sand-attack,1
linoone,tail-whip,1
linoone,covet,9
linoone,headbutt,12
linoone,hone-claws,15
linoone,fury-swipes,18
linoone,rest,23
linoone,take-down,28
linoone,fling,33
linoone,flail,38
linoone,belly-drum,43
linoone,double-edge,48
linoone-galar,night-slash,1
linoone-galar,switcheroo,1
linoone-galar,pin-missile,1
linoone-galar,baby-doll-eyes,1
linoone-galar,tackle,1
linoone-galar,leer,1
linoone-galar,sand-attack,1
linoone-galar,lick,1
linoone-galar,snarl,9
linoone-galar,headbutt,12
linoone-galar,hone-claws,15
linoone-galar,fury-swipes,18
linoone-galar,rest,23
linoone-galar,take-down,28
linoone-galar,scary-face,33
linoone-galar,counter,38
linoone-galar,taunt,43
linoone-galar,double-edge,48
obstagoon,obstruct,1
obstagoon,cross-chop,1
obstagoon,submission,1
obstagoon,night-slash,1
obstagoon,switcheroo,1
obstagoon,pin-missile,1
obstagoon,baby-doll-eyes,1
obstagoon,tackle,1
obstagoon,leer,1
obstagoon,sand-attack,1
obstagoon,lick,1
obstagoon,snarl,9
obstagoon,headbutt,12
obstagoon,hone-claws,15
obstagoon,fury-swipes,18
obstagoon,rest,23
obstagoon,take-down,28
obstagoon,scary-face,35
obstagoon,counter,42
obstagoon,taunt,49
obstagoon,double-edge,56
wurmple,tackle,1
wurmple,string-shot,1
wurmple,poison-sting,5
wurmple,bug-bite,15
silcoon,harden,1
beautifly,gust,1
beautifly,absorb,12
beautifly,stun-spore,15
beautifly,morning-sun,17
beautifly,air-cutter,20
beautifly,mega-drain,22
beautifly,silver-wind,25
beautifly,attract,27
beautifly,whirlwind,30
beautifly,giga-drain,32
beautifly,bug-buzz,35
beautifly,rage,37
beautifly,quiver-dance,40
cascoon,harden,1
dustox,gust,1
dustox,confusion,12
dustox,poison-powder,15
dustox,moonlight,17
dustox,venoshock,20
dustox,psybeam,22
dustox,silver-wind,25
dustox,light-screen,27
dustox,whirlwind,30
dustox,toxic,32
dustox,bug-buzz,35
dustox,protect,37
dustox,quiver-dance,40
lotad,astonish,1
lotad,growl,1
lotad,absorb,3
lotad,water-gun,6
lotad,mist,9
lotad,mega-drain,12
lotad,flail,16
lotad,bubble-beam,20
lotad,nature-power,24
lotad,giga-drain,28
lotad,rain-dance,33
lotad,zen-headbutt,38
lotad,energy-ball,43
lombre,teeter-dance,1
lombre,fake-out,1
lombre,knock-off,1
lombre,flail,1
lombre,astonish,1
lombre,growl,1
lombre,absorb,1
lombre,water-gun,1
lombre,mist,9
lombre,mega-drain,12
lombre,fury-swipes,18
lombre,bubble-beam,24
lombre,nature-power,30
lombre,giga-drain,36
lombre,rain-dance,43
lombre,zen-headbutt,50
lombre,energy-ball,57
lombre,hydro-pump,64
ludicolo,teeter-dance,1
ludicolo,fake-out,1
ludicolo,knock-off,1
ludicolo,flail,1
ludicolo,mist,1
ludicolo,mega-drain,1
ludicolo,fury-swipes,1
ludicolo,bubble-beam,1
ludicolo,nature-power,1
ludicolo,giga-drain,1
ludicolo,rain-dance,1
ludicolo,zen-headbutt,1
ludicolo,energy-ball,1
ludicolo,hydro-pump,1
ludicolo,astonish,1
ludicolo,growl,1
ludicolo,absorb,1
ludicolo,water-gun,1
seedot,tackle,1
seedot,harden,1
seedot,absorb,3
seedot,astonish,6
seedot,growth,9
seedot,rollout,12
seedot,mega-drain,15
seedot,payback,18
seedot,nature-power,21
seedot,sunny-day,24
seedot,synthesis,27
seedot,sucker-punch,30
seedot,explosion,33
nuzleaf,razor-leaf,1
nuzleaf,air-cutter,1
nuzleaf,torment,1
nuzleaf,fake-out,1
nuzleaf,swagger,1
nuzleaf,synthesis,1
nuzleaf,explosion,1
nuzleaf,tackle,1
nuzleaf,harden,1
nuzleaf,absorb,1
nuzleaf,astonish,1
nuzleaf,growth,9
nuzleaf,rollout,12
nuzleaf,mega-drain,18
nuzleaf,payback,24
nuzleaf,nature-power,30
nuzleaf,sunny-day,36
nuzleaf,extrasensory,43
nuzleaf,sucker-punch,50
nuzleaf,leaf-blade,57
shiftry,leaf-tornado,1
shiftry,razor-leaf,1
shiftry,air-cutter,1
shiftry,torment,1
shiftry,fake-out,1
shiftry,swagger,1
shiftry,whirlwind,1
shiftry,hurricane,1
shiftry,synthesis,1
shiftry,explosion,1
shiftry,growth,1
shiftry,rollout,1
shiftry,mega-drain,1
shiftry,payback,1
shiftry,nature-power,1
shiftry,sunny-day,1
shiftry,extrasensory,1
shiftry,sucker-punch,1
shiftry,leaf-blade,1
shiftry,tackle,1
shiftry,harden,1
shiftry,absorb,1
shiftry,astonish,1
taillow,peck,1
taillow,growl,1
taillow,focus-energy,5
taillow,quick-attack,9
taillow,wing-attack,13
taillow,double-team,17
taillow,aerial-ace,21
taillow,quick-guard,25
taillow,agility,29
taillow,air-slash,33
taillow,endeavor,37
taillow,brave-bird,41
taillow,reversal,45
swellow,brave-bird,1
swellow,air-slash,1
swellow,pluck,1
swellow,peck,1
swellow,growl,1
swellow,focus-energy,1
swellow,quick-attack,1
swellow,focus-energy,5
swellow,quick-attack,9
swellow,wing-attack,13
swellow,double-team,17
swellow,aerial-ace,21
swellow,quick-guard,27
swellow,agility,33
swellow,air-slash,39
swellow,endeavor,45
swellow,brave-bird,51
swellow,reversal,57
wingull,growl,1
wingull,water-gun,1
wingull,quick-attack,5
wingull,supersonic,10
wingull,wing-attack,15
wingull,water-pulse,20
wingull,agility,26
wingull,air-slash,30
wingull,mist,35
wingull,roost,40
wingull,hurricane,45
pelipper,protect,1
pelipper,soak,1
pelipper,quick-attack,1
pelipper,agility,1
pelipper,air-slash,1
pelipper,growl,1
pelipper,water-gun,1
pelipper,tailwind,1
pelipper,supersonic,1
pelipper,wing-attack,15
pelipper,water-pulse,20
pelipper,stockpile,28
pelipper,swallow,28
pelipper,spit-up,28
pelipper,fling,34
pelipper,mist,41
pelipper,roost,48
pelipper,hurricane,55
pelipper,hydro-pump,62
ralts,growl,1
ralts,disarming-voice,1
ralts,double-team,3
ralts,confusion,6
ralts,hypnosis,9
ralts,draining-kiss,12
ralts,teleport,15
ralts,psybeam,18
ralts,life-dew,21
ralts,charm,24
ralts,calm-mind,27
ralts,psychic,30
ralts,heal-pulse,33
ralts,dream-eater,36
ralts,future-sight,39
kirlia,growl,1
kirlia,disarming-voice,1
kirlia,double-team,1
kirlia,confusion,1
kirlia,hypnosis,9
kirlia,draining-kiss,12
kirlia,teleport,15
kirlia,psybeam,18
kirlia,life-dew,23
kirlia,charm,28
kirlia,calm-mind,33
kirlia,psychic,38
kirlia,heal-pulse,43
kirlia,dream-eater,48
kirlia,future-sight,53
gardevoir,dazzling-gleam,1
gardevoir,moonblast,1
gardevoir,misty-terrain,1
gardevoir,healing-wish,1
gardevoir,charm,1
gardevoir,growl,1
gardevoir,disarming-voice,1
gardevoir,double-team,1
gardevoir,confusion,1
gardevoir,hypnosis,9
gardevoir,draining-kiss,12
gardevoir,teleport,15
gardevoir,psybeam,18
gardevoir,life-dew,23
gardevoir,wish,28
gardevoir,calm-mind,35
gardevoir,psychic,42
gardevoir,heal-pulse,49
gardevoir,dream-eater,56
gardevoir,future-sight,63
gardevoir-mega,moonblast,1
gardevoir-mega,stored-power,1
gardevoir-mega,misty-terrain,1
gardevoir-mega,healing-wish,1
gardevoir-mega,growl,1
gardevoir-mega,confusion,1
gardevoir-mega,double-team,1
gardevoir-mega,teleport,1
gardevoir-mega,confusion,4
gardevoir-mega,double-team,6
gardevoir-mega,teleport,9
gardevoir-mega,disarming-voice,11
gardevoir-mega,wish,14
gardevoir-mega,magical-leaf,17
gardevoir-mega,heal-pulse,19
gardevoir-mega,draining-kiss,23
gardevoir-mega,calm-mind,26
gardevoir-mega,psychic,31
gardevoir-mega,imprison,35
gardevoir-mega,future-sight,40
gardevoir-mega,captivate,44
gardevoir-mega,hypnosis,49
gardevoir-mega,dream-eater,53
gardevoir-mega,stored-power,58
gardevoir-mega,moonblast,62
gallade,slash,1
gallade,night-slash,1
gallade,growl,1
gallade,disarming-voice,1
gallade,hypnosis,1
gallade,draining-kiss,1
gallade,imprison,1
gallade,psybeam,1
gallade,life-dew,1
gallade,charm,1
gallade,calm-mind,1
gallade,psychic,1
gallade,dream-eater,1
gallade,future-sight,1
gallade,leer,1
gallade,fury-cutter,1
gallade,double-team,1
gallade,confusion,1
gallade,helping-hand,9
gallade,feint,12
gallade,teleport,15
gallade,aerial-ace,18
gallade,false-swipe,23
gallade,protect,28
gallade,swords-dance,35
gallade,psycho-cut,42
gallade,heal-pulse,49
gallade,quick-guard,56
gallade,wide-guard,56
gallade,close-combat,63
gallade-mega,slash,1
gallade-mega,stored-power,1
gallade-mega,close-combat,1
gallade-mega,leaf-blade,1
gallade-mega,night-slash,1
gallade-mega,leer,1
gallade-mega,confusion,1
gallade-mega,double-team,1
gallade-mega,teleport,1
gallade-mega,confusion,4
gallade-mega,double-team,6
gallade-mega,teleport,9
gallade-mega,quick-guard,11
gallade-mega,fury-cutter,14
gallade-mega,aerial-ace,17
gallade-mega,heal-pulse,19
gallade-mega,wide-guard,23
gallade-mega,swords-dance,26
gallade-mega,psycho-cut,31
gallade-mega,helping-hand,35
gallade-mega,feint,40
gallade-mega,false-swipe,44
gallade-mega,protect,49
gallade-mega,close-combat,53
gallade-mega,stored-power,58
surskit,bubble,1
surskit,quick-attack,6
surskit,sweet-scent,9
surskit,water-sport,14
surskit,bubble-beam,17
surskit,agility,22
surskit,mist,25
surskit,haze,25
surskit,aqua-jet,30
surskit,baton-pass,35
surskit,sticky-web,38
masquerain,quiver-dance,1
masquerain,whirlwind,1
masquerain,bug-buzz,1
masquerain,ominous-wind,1
masquerain,bubble,1
masquerain,quick-attack,1
masquerain,sweet-scent,1
masquerain,water-sport,1
masquerain,quick-attack,6
masquerain,sweet-scent,9
masquerain,water-sport,14
masquerain,gust,17
masquerain,scary-face,22
masquerain,air-cutter,22
masquerain,stun-spore,26
masquerain,silver-wind,32
masquerain,air-slash,38
masquerain,bug-buzz,42
masquerain,whirlwind,48
masquerain,quiver-dance,52
shroomish,absorb,1
shroomish,tackle,1
shroomish,stun-spore,5
shroomish,leech-seed,8
shroomish,mega-drain,12
shroomish,headbutt,15
shroomish,poison-powder,19
shroomish,worry-seed,22
shroomish,giga-drain,26
shroomish,growth,29
shroomish,toxic,33
shroomish,seed-bomb,36
shroomish,spore,40
breloom,mach-punch,1
breloom,absorb,1
breloom,tackle,1
breloom,stun-spore,1
breloom,leech-seed,1
breloom,stun-spore,5
breloom,leech-seed,8
breloom,mega-drain,12
breloom,headbutt,15
breloom,feint,19
breloom,counter,22
breloom,force-palm,28
breloom,mind-reader,33
breloom,sky-uppercut,39
breloom,seed-bomb,44
breloom,dynamic-punch,50
slakoth,scratch,1
slakoth,yawn,1
slakoth,encore,6
slakoth,slack-off,9
slakoth,feint-attack,14
slakoth,amnesia,17
slakoth,covet,22
slakoth,chip-away,25
slakoth,counter,30
slakoth,flail,33
slakoth,play-rough,38
vigoroth,reversal,1
vigoroth,scratch,1
vigoroth,focus-energy,1
vigoroth,encore,1
vigoroth,uproar,1
vigoroth,encore,6
vigoroth,uproar,9
vigoroth,fury-swipes,14
vigoroth,endure,17
vigoroth,slash,23
vigoroth,chip-away,27
vigoroth,counter,33
vigoroth,focus-punch,37
vigoroth,reversal,43
slaking,swagger,1
slaking,hammer-arm,1
slaking,punishment,1
slaking,fling,1
slaking,scratch,1
slaking,yawn,1
slaking,encore,1
slaking,slack-off,1
slaking,encore,6
slaking,slack-off,9
slaking,feint-attack,14
slaking,amnesia,17
slaking,covet,23
slaking,chip-away,27
slaking,counter,33
slaking,flail,39
slaking,fling,47
slaking,punishment,53
slaking,hammer-arm,61
nincada,sand-attack,1
nincada,scratch,1
nincada,harden,5
nincada,false-swipe,10
nincada,mud-slap,15
nincada,absorb,21
nincada,metal-claw,25
nincada,fury-swipes,30
nincada,mind-reader,35
nincada,dig,40
ninjask,double-team,1
ninjask,screech,1
ninjask,fury-cutter,1
ninjask,baton-pass,1
ninjask,aerial-ace,1
ninjask,mud-slap,1
ninjask,metal-claw,1
ninjask,dig,1
ninjask,sand-attack,1
ninjask,scratch,1
ninjask,harden,1
ninjask,false-swipe,1
ninjask,agility,15
ninjask,absorb,23
ninjask,bug-bite,29
ninjask,fury-swipes,36
ninjask,mind-reader,43
ninjask,slash,50
ninjask,swords-dance,57
ninjask,x-scissor,64
shedinja,shadow-claw,1
shedinja,grudge,1
shedinja,mud-slap,1
shedinja,metal-claw,1
shedinja,dig,1
shedinja,scratch,1
shedinja,sand-attack,1
shedinja,harden,1
shedinja,false-swipe,1
shedinja,confuse-ray,15
shedinja,absorb,23
shedinja,shadow-sneak,29
shedinja,fury-swipes,36
shedinja,mind-reader,43
shedinja,shadow-ball,50
shedinja,spite,57
shedinja,phantom-force,64
whismur,pound,1
whismur,echoed-voice,4
whismur,astonish,8
whismur,howl,11
whismur,screech,15
whismur,supersonic,18
whismur,stomp,22
whismur,uproar,25
whismur,roar,29
whismur,rest,32
whismur,sleep-talk,36
whismur,hyper-voice,39
whismur,synchronoise,43
loudred,bite,1
loudred,pound,1
loudred,echoed-voice,1
loudred,astonish,1
loudred,howl,1
loudred,echoed-voice,4
loudred,astonish,9
loudred,howl,11
loudred,screech,15
loudred,supersonic,18
loudred,stomp,23
loudred,uproar,27
loudred,roar,32
loudred,rest,36
loudred,sleep-talk,41
loudred,hyper-voice,45
loudred,synchronoise,50
exploud,crunch,1
exploud,bite,1
exploud,boomburst,1
exploud,ice-fang,1
exploud,fire-fang,1
exploud,thunder-fang,1
exploud,pound,1
exploud,echoed-voice,1
exploud,astonish,1
exploud,howl,1
exploud,echoed-voice,4
exploud,astonish,9
exploud,howl,11
exploud,screech,15
exploud,supersonic,18
exploud,stomp,23
exploud,uproar,27
exploud,roar,32
exploud,rest,36
exploud,sleep-talk,42
exploud,hyper-voice,47
exploud,synchronoise,53
exploud,boomburst,58
exploud,hyper-beam,64
makuhita,tackle,1
makuhita,focus-energy,1
makuhita,sand-attack,4
makuhita,arm-thrust,7
makuhita,fake-out,10
makuhita,force-palm,13
makuhita,whirlwind,16
makuhita,knock-off,19
makuhita,vital-throw,22
makuhita,belly-drum,25
makuhita,smelling-salts,28
makuhita,seismic-toss,31
makuhita,wake-up-slap,34
makuhita,endure,37
makuhita,close-combat,40
makuhita,reversal,43
makuhita,heavy-slam,46
hariyama,brine,1
hariyama,tackle,1
hariyama,focus-energy,1
hariyama,sand-attack,1
hariyama,arm-thrust,1
hariyama,sand-attack,4
hariyama,arm-thrust,7
hariyama,fake-out,10
hariyama,force-palm,13
hariyama,whirlwind,16
hariyama,knock-off,19
hariyama,vital-throw,22
hariyama,belly-drum,26
hariyama,smelling-salts,30
hariyama,seismic-toss,34
hariyama,wake-up-slap,38
hariyama,endure,42
hariyama,close-combat,46
hariyama,reversal,50
hariyama,heavy-slam,54
nosepass,tackle,1
nosepass,harden,4
nosepass,block,7
nosepass,rock-throw,10
nosepass,thunder-wave,13
nosepass,rest,16
nosepass,spark,19
nosepass,rock-slide,22
nosepass,power-gem,25
nosepass,rock-blast,28
nosepass,discharge,31
nosepass,sandstorm,34
nosepass,earth-power,37
nosepass,stone-edge,40
nosepass,lock-on,43
nosepass,zap-cannon,43
probopass,tri-attack,1
probopass,magnetic-flux,1
probopass,magnet-rise,1
probopass,gravity,1
probopass,wide-guard,1
probopass,tackle,1
probopass,iron-defense,1
probopass,block,1
probopass,magnet-bomb,1
probopass,iron-defense,4
probopass,block,7
probopass,magnet-bomb,10
probopass,thunder-wave,13
probopass,rest,16
probopass,spark,19
probopass,rock-slide,22
probopass,power-gem,25
probopass,rock-blast,28
probopass,discharge,31
probopass,sandstorm,34
probopass,earth-power,37
probopass,stone-edge,40
probopass,lock-on,43
probopass,zap-cannon,43
skitty,fake-out,1
skitty,growl,1
skitty,tail-whip,1
skitty,tackle,1
skitty,foresight,4
skitty,sing,7
skitty,attract,10
skitty,disarming-voice,13
skitty,double-slap,16
skitty,copycat,19
skitty,feint-attack,22
skitty,charm,25
skitty,wake-up-slap,28
skitty,assist,31
skitty,covet,34
skitty,heal-bell,37
skitty,double-edge,40
skitty,captivate,43
skitty,play-rough,46
delcatty,fake-out,1
delcatty,sing,1
delcatty,attract,1
delcatty,double-slap,1
sableye,leer,1
sableye,scratch,1
sableye,astonish,3
sableye,confuse-ray,6
sableye,shadow-sneak,9
sableye,fake-out,12
sableye,disable,15
sableye,detect,18
sableye,night-shade,21
sableye,fury-swipes,24
sableye,knock-off,27
sableye,quash,30
sableye,shadow-claw,33
sableye,mean-look,36
sableye,power-gem,39
sableye,zen-headbutt,42
sableye,shadow-ball,45
sableye,foul-play,48
sableye-mega,leer,1
sableye-mega,scratch,1
sableye-mega,foresight,4
sableye-mega,night-shade,6
sableye-mega,astonish,9
sableye-mega,fury-swipes,11
sableye-mega,detect,14
sableye-mega,shadow-sneak,16
sableye-mega,feint-attack,19
sableye-mega,fake-out,21
sableye-mega,punishment,24
sableye-mega,knock-off,26
sableye-mega,shadow-claw,29
sableye-mega,confuse-ray,31
sableye-mega,zen-headbutt,34
sableye-mega,power-gem,36
sableye-mega,shadow-ball,39
sableye-mega,foul-play,41
sableye-mega,quash,44
sableye-mega,mean-look,46
mawile,astonish,1
mawile,growl,1
mawile,fairy-wind,4
mawile,baton-pass,8
mawile,bite,12
mawile,stockpile,16
mawile,swallow,16
mawile,spit-up,16
mawile,sucker-punch,20
mawile,iron-defense,24
mawile,crunch,28
mawile,sweet-scent,32
mawile,iron-head,36
mawile,taunt,40
mawile,fake-tears,44
mawile,play-rough,48
mawile-mega,play-rough,1
mawile-mega,iron-head,1
mawile-mega,taunt,1
mawile-mega,growl,1
mawile-mega,fairy-wind,1
mawile-mega,astonish,1
mawile-mega,fake-tears,5
mawile-mega,bite,9
mawile-mega,sweet-scent,13
mawile-mega,vise-grip,17
mawile-mega,feint-attack,21
mawile-mega,baton-pass,25
mawile-mega,crunch,29
mawile-mega,iron-defense,33
mawile-mega,sucker-punch,37
mawile-mega,stockpile,41
mawile-mega,swallow,41
mawile-mega,spit-up,41
mawile-mega,iron-head,45
mawile-mega,play-rough,49
aron,tackle,1
aron,harden,1
aron,mud-slap,4
aron,headbutt,7
aron,metal-claw,10
aron,rock-tomb,13
aron,protect,16
aron,roar,19
aron,iron-head,22
aron,rock-slide,25
aron,take-down,28
aron,metal-sound,31
aron,iron-tail,34
aron,iron-defense,37
aron,double-edge,40
aron,autotomize,43
aron,heavy-slam,46
aron,metal-burst,49
lairon,tackle,1
lairon,harden,1
lairon,mud-slap,1
lairon,headbutt,1
lairon,mud-slap,4
lairon,headbutt,7
lairon,metal-claw,10
lairon,rock-tomb,13
lairon,protect,16
lairon,roar,19
lairon,iron-head,22
lairon,rock-slide,25
lairon,take-down,28
lairon,metal-sound,31
lairon,iron-tail,35
lairon,iron-defense,39
lairon,double-edge,43
lairon,autotomize,47
lairon,heavy-slam,51
lairon,metal-burst,55
aggron,tackle,1
aggron,harden,1
aggron,mud-slap,1
aggron,headbutt,1
aggron,mud-slap,4
aggron,headbutt,7
aggron,metal-claw,10
aggron,rock-tomb,13
aggron,protect,16
aggron,roar,19
aggron,iron-head,22
aggron,rock-slide,25
aggron,take-down,28
aggron,metal-sound,31
aggron,iron-tail,35
aggron,iron-defense,39
aggron,double-edge,45
aggron,autotomize,51
aggron,heavy-slam,57
aggron,metal-burst,63
aggron-mega,tackle,1
aggron-mega,harden,1
aggron-mega,mud-slap,1
aggron-mega,headbutt,1
aggron-mega,mud-slap,4
aggron-mega,headbutt,7
aggron-mega,metal-claw,10
aggron-mega,rock-tomb,13
aggron-mega,protect,16
aggron-mega,roar,19
aggron-mega,iron-head,22
aggron-mega,rock-slide,25
aggron-mega,take-down,28
aggron-mega,metal-sound,31
aggron-mega,iron-tail,35
aggron-mega,iron-defense,39
aggron-mega,double-edge,45
aggron-mega,autotomize,51
aggron-mega,heavy-slam,57
aggron-mega,metal-burst,63
meditite,bide,1
meditite,meditate,4
meditite,confusion,7
meditite,detect,9
meditite,endure,12
meditite,feint,15
meditite,force-palm,17
meditite,hidden-power,20
meditite,calm-mind,23
meditite,mind-reader,25
meditite,high-jump-kick,28
meditite,psych-up,31
meditite,acupressure,33
meditite,power-trick,36
meditite,reversal,39
meditite,recover,41
meditite,counter,44
medicham,zen-headbutt,1
medicham,fire-punch,1
medicham,thunder-punch,1
medicham,ice-punch,1
medicham,bide,1
medicham,meditate,1
medicham,confusion,1
medicham,detect,1
medicham,meditate,4
medicham,confusion,7
medicham,detect,9
medicham,endure,12
medicham,feint,15
medicham,force-palm,17
medicham,hidden-power,20
medicham,calm-mind,23
medicham,mind-reader,25
medicham,high-jump-kick,28
medicham,psych-up,31
medicham,acupressure,33
medicham,power-trick,36
medicham,reversal,42
medicham,recover,47
medicham,counter,53
medicham-mega,zen-headbutt,1
medicham-mega,fire-punch,1
medicham-mega,thunder-punch,1
medicham-mega,ice-punch,1
medicham-mega,bide,1
medicham-mega,meditate,1
medicham-mega,confusion,1
medicham-mega,detect,1
medicham-mega,meditate,4
medicham-mega,confusion,7
medicham-mega,detect,9
medicham-mega,endure,12
medicham-mega,feint,15
medicham-mega,force-palm,17
medicham-mega,hidden-power,20
medicham-mega,calm-mind,23
medicham-mega,mind-reader,25
medicham-mega,high-jump-kick,28
medicham-mega,psych-up,31
medicham-mega,acupressure,33
medicham-mega,power-trick,36
medicham-mega,reversal,42
medicham-mega,recover,47
medicham-mega,counter,53
electrike,tackle,1
electrike,thunder-wave,1
electrike,leer,4
electrike,howl,8
electrike,quick-attack,12
electrike,shock-wave,16
electrike,bite,20
electrike,thunder-fang,24
electrike,roar,28
electrike,discharge,32
electrike,charge,36
electrike,wild-charge,40
electrike,thunder,44
manectric,fire-fang,1
manectric,tackle,1
manectric,thunder-wave,1
manectric,leer,1
manectric,howl,1
manectric,quick-attack,12
manectric,shock-wave,16
manectric,bite,20
manectric,thunder-fang,24
manectric,roar,30
manectric,discharge,36
manectric,charge,42
manectric,wild-charge,48
manectric,thunder,54
manectric,electric-terrain,60
manectric-mega,electric-terrain,1
manectric-mega,fire-fang,1
manectric-mega,tackle,1
manectric-mega,thunder-wave,1
manectric-mega,leer,1
manectric-mega,howl,1
manectric-mega,leer,4
manectric-mega,howl,7
manectric-mega,quick-attack,10
manectric-mega,spark,13
manectric-mega,odor-sleuth,16
manectric-mega,thunder-fang,19
manectric-mega,bite,24
manectric-mega,discharge,30
manectric-mega,roar,36
manectric-mega,wild-charge,42
manectric-mega,charge,48
manectric-mega,thunder,54
manectric-mega,electric-terrain,60
plusle,nuzzle,1
plusle,play-nice,1
plusle,growl,1
plusle,thunder-wave,1
plusle,quick-attack,1
plusle,helping-hand,4
plusle,spark,7
plusle,encore,10
plusle,bestow,13
plusle,swift,16
plusle,electro-ball,19
plusle,copycat,22
plusle,charm,25
plusle,charge,28
plusle,discharge,31
plusle,baton-pass,34
plusle,agility,37
plusle,last-resort,40
plusle,thunder,43
plusle,nasty-plot,46
plusle,entrainment,49
minun,nuzzle,1
minun,play-nice,1
minun,growl,1
minun,thunder-wave,1
minun,quick-attack,1
minun,helping-hand,4
minun,spark,7
minun,encore,10
minun,switcheroo,13
minun,swift,16
minun,electro-ball,19
minun,copycat,22
minun,fake-tears,25
minun,charge,28
minun,discharge,31
minun,baton-pass,34
minun,agility,37
minun,trump-card,40
minun,thunder,43
minun,nasty-plot,46
minun,entrainment,49
volbeat,flash,1
volbeat,tackle,1
volbeat,double-team,5
volbeat,confuse-ray,8
volbeat,quick-attack,12
volbeat,struggle-bug,15
volbeat,moonlight,19
volbeat,tail-glow,22
volbeat,signal-beam,26
volbeat,protect,29
volbeat,zen-headbutt,33
volbeat,helping-hand,36
volbeat,bug-buzz,40
volbeat,play-rough,43
volbeat,double-edge,47
volbeat,infestation,50
illumise,play-nice,1
illumise,tackle,1
illumise,sweet-scent,5
illumise,charm,9
illumise,quick-attack,12
illumise,struggle-bug,15
illumise,moonlight,19
illumise,wish,22
illumise,encore,26
illumise,flatter,29
illumise,zen-headbutt,33
illumise,helping-hand,36
illumise,bug-buzz,40
illumise,play-rough,43
illumise,covet,47
illumise,infestation,50
budew,absorb,1
budew,growth,1
budew,stun-spore,1
budew,worry-seed,1
roselia,poison-sting,1
roselia,absorb,1
roselia,growth,1
roselia,stun-spore,1
roselia,worry-seed,1
roselia,mega-drain,5
roselia,leech-seed,10
roselia,magical-leaf,15
roselia,toxic-spikes,20
roselia,sweet-scent,25
roselia,giga-drain,30
roselia,synthesis,35
roselia,toxic,40
roselia,petal-blizzard,45
roselia,aromatherapy,50
roselia,ingrain,55
roselia,petal-dance,60
roserade,grassy-terrain,1
roserade,poison-sting,1
roserade,venom-drench,1
roserade,mega-drain,1
roserade,leech-seed,1
roserade,magical-leaf,1
roserade,toxic-spikes,1
roserade,sweet-scent,1
roserade,giga-drain,1
roserade,synthesis,1
roserade,toxic,1
roserade,petal-blizzard,1
roserade,aromatherapy,1
roserade,ingrain,1
roserade,petal-dance,1
roserade,absorb,1
roserade,growth,1
roserade,stun-spore,1
roserade,worry-seed,1
gulpin,pound,1
gulpin,yawn,5
gulpin,poison-gas,8
gulpin,sludge,10
gulpin,amnesia,12
gulpin,acid-spray,17
gulpin,encore,20
gulpin,toxic,25
gulpin,stockpile,28
gulpin,spit-up,28
gulpin,swallow,28
gulpin,sludge-bomb,33
gulpin,gastro-acid,36
gulpin,belch,41
gulpin,wring-out,44
gulpin,gunk-shot,49
swalot,body-slam,1
swalot,venom-drench,1
swalot,gunk-shot,1
swalot,wring-out,1
swalot,pound,1
swalot,yawn,1
swalot,poison-gas,1
swalot,sludge,1
swalot,yawn,5
swalot,poison-gas,8
swalot,sludge,10
swalot,amnesia,12
swalot,acid-spray,17
swalot,encore,20
swalot,toxic,25
swalot,stockpile,30
swalot,spit-up,30
swalot,swallow,30
swalot,sludge-bomb,37
swalot,gastro-acid,42
swalot,belch,49
swalot,wring-out,54
swalot,gunk-shot,61
carvanha,leer,1
carvanha,bite,1
carvanha,rage,4
carvanha,focus-energy,8
carvanha,aqua-jet,11
carvanha,assurance,15
carvanha,screech,18
carvanha,swagger,22
carvanha,ice-fang,25
carvanha,scary-face,29
carvanha,poison-fang,32
carvanha,crunch,36
carvanha,agility,39
carvanha,take-down,43
sharpedo,slash,1
sharpedo,night-slash,1
sharpedo,feint,1
sharpedo,leer,1
sharpedo,bite,1
sharpedo,rage,1
sharpedo,focus-energy,1
sharpedo,rage,4
sharpedo,focus-energy,8
sharpedo,aqua-jet,11
sharpedo,assurance,15
sharpedo,screech,18
sharpedo,swagger,22
sharpedo,ice-fang,25
sharpedo,scary-face,29
sharpedo,poison-fang,34
sharpedo,crunch,40
sharpedo,agility,45
sharpedo,skull-bash,51
sharpedo,taunt,56
sharpedo,night-slash,62
sharpedo-mega,slash,1
sharpedo-mega,night-slash,1
sharpedo-mega,feint,1
sharpedo-mega,leer,1
sharpedo-mega,bite,1
sharpedo-mega,rage,1
sharpedo-mega,focus-energy,1
sharpedo-mega,rage,4
sharpedo-mega,focus-energy,8
sharpedo-mega,aqua-jet,11
sharpedo-mega,assurance,15
sharpedo-mega,screech,18
sharpedo-mega,swagger,22
sharpedo-mega,ice-fang,25
sharpedo-mega,scary-face,29
sharpedo-mega,poison-fang,34
sharpedo-mega,crunch,40
sharpedo-mega,agility,45
sharpedo-mega,skull-bash,51
sharpedo-mega,taunt,56
sharpedo-mega,night-slash,62
wailmer,splash,1
wailmer,growl,3
wailmer,astonish,6
wailmer,water-gun,12
wailmer,mist,15
wailmer,water-pulse,18
