pokemon_identifier,move_identifier
goldeen,protect
goldeen,megahorn
goldeen,facade
goldeen,poison-jab
goldeen,scald
goldeen,drill-run
seaking,headbutt
seaking,surf
seaking,ice-beam
seaking,blizzard
seaking,hyper-beam
seaking,toxic
seaking,waterfall
seaking,rest
seaking,substitute
seaking,protect
seaking,megahorn
seaking,facade
seaking,poison-jab
seaking,scald
seaking,drill-run
staryu,headbutt
staryu,surf
staryu,ice-beam
staryu,blizzard
staryu,thunderbolt
staryu,thunder-wave
staryu,thunder
staryu,toxic
staryu,psychic
staryu,teleport
staryu,light-screen
staryu,reflect
staryu,waterfall
staryu,rest
staryu,tri-attack
staryu,substitute
staryu,protect
staryu,facade
staryu,flash-cannon
staryu,scald
staryu,dazzling-gleam
starmie,headbutt
starmie,surf
starmie,ice-beam
starmie,blizzard
starmie,hyper-beam
starmie,thunderbolt
starmie,thunder-wave
starmie,thunder
starmie,toxic
starmie,psychic
starmie,teleport
starmie,light-screen
starmie,reflect
starmie,waterfall
starmie,dream-eater
starmie,rest
starmie,tri-attack
starmie,substitute
starmie,protect
starmie,facade
starmie,flash-cannon
starmie,scald
starmie,dazzling-gleam
mime-jr,solar-beam
mime-jr,thunderbolt
mime-jr,thunder-wave
mime-jr,thunder
mime-jr,psychic
mime-jr,light-screen
mime-jr,reflect
mime-jr,rest
mime-jr,substitute
mime-jr,thief
mime-jr,snore
mime-jr,protect
mime-jr,icy-wind
mime-jr,endure
mime-jr,charm
mime-jr,attract
mime-jr,sleep-talk
mime-jr,safeguard
mime-jr,baton-pass
mime-jr,encore
mime-jr,rain-dance
mime-jr,sunny-day
mime-jr,shadow-ball
mime-jr,future-sight
mime-jr,uproar
mime-jr,facade
mime-jr,taunt
mime-jr,helping-hand
mime-jr,trick
mime-jr,brick-break
mime-jr,skill-swap
mime-jr,calm-mind
mime-jr,fling
mime-jr,drain-punch
mime-jr,nasty-plot
mime-jr,trick-room
mime-jr,grass-knot
mime-jr,wonder-room
mime-jr,psyshock
mime-jr,magic-room
mime-jr,round
mime-jr,stored-power
mime-jr,ally-switch
mime-jr,misty-terrain
mime-jr,dazzling-gleam
mime-jr,psychic-terrain
mr-mime,fire-punch
mr-mime,ice-punch
mr-mime,thunder-punch
mr-mime,headbutt
mr-mime,hyper-beam
mr-mime,seismic-toss
mr-mime,solar-beam
mr-mime,thunderbolt
mr-mime,thunder-wave
mr-mime,thunder
mr-mime,toxic
mr-mime,psychic
mr-mime,teleport
mr-mime,light-screen
mr-mime,reflect
mr-mime,dream-eater
mr-mime,rest
mr-mime,substitute
mr-mime,protect
mr-mime,shadow-ball
mr-mime,facade
mr-mime,taunt
mr-mime,helping-hand
mr-mime,brick-break
mr-mime,calm-mind
mr-mime,foul-play
mr-mime,dazzling-gleam
mr-mime-galar,mega-punch
mr-mime-galar,ice-punch
mr-mime-galar,mega-kick
mr-mime-galar,body-slam
mr-mime-galar,ice-beam
mr-mime-galar,blizzard
mr-mime-galar,hyper-beam
mr-mime-galar,solar-beam
mr-mime-galar,thunderbolt
mr-mime-galar,thunder-wave
mr-mime-galar,thunder
mr-mime-galar,psychic
mr-mime-galar,screech
mr-mime-galar,light-screen
mr-mime-galar,reflect
mr-mime-galar,metronome
mr-mime-galar,rest
mr-mime-galar,substitute
mr-mime-galar,thief
mr-mime-galar,snore
mr-mime-galar,protect
mr-mime-galar,icy-wind
mr-mime-galar,endure
mr-mime-galar,charm
mr-mime-galar,attract
mr-mime-galar,sleep-talk
mr-mime-galar,safeguard
mr-mime-galar,baton-pass
mr-mime-galar,encore
mr-mime-galar,rain-dance
mr-mime-galar,sunny-day
mr-mime-galar,shadow-ball
mr-mime-galar,future-sight
mr-mime-galar,uproar
mr-mime-galar,hail
mr-mime-galar,facade
mr-mime-galar,taunt
mr-mime-galar,helping-hand
mr-mime-galar,trick
mr-mime-galar,brick-break
mr-mime-galar,skill-swap
mr-mime-galar,icicle-spear
mr-mime-galar,iron-defense
mr-mime-galar,calm-mind
mr-mime-galar,payback
mr-mime-galar,fling
mr-mime-galar,power-swap
mr-mime-galar,guard-swap
mr-mime-galar,drain-punch
mr-mime-galar,focus-blast
mr-mime-galar,energy-ball
mr-mime-galar,giga-impact
mr-mime-galar,nasty-plot
mr-mime-galar,avalanche
mr-mime-galar,zen-headbutt
mr-mime-galar,trick-room
mr-mime-galar,grass-knot
mr-mime-galar,wonder-room
mr-mime-galar,psyshock
mr-mime-galar,magic-room
mr-mime-galar,foul-play
mr-mime-galar,round
mr-mime-galar,stored-power
mr-mime-galar,ally-switch
mr-mime-galar,misty-terrain
mr-mime-galar,dazzling-gleam
mr-mime-galar,psychic-terrain
mr-mime-galar,stomping-tantrum
mr-rime,mega-punch
mr-rime,ice-punch
mr-rime,mega-kick
mr-rime,body-slam
mr-rime,ice-beam
mr-rime,blizzard
mr-rime,hyper-beam
mr-rime,solar-beam
mr-rime,thunderbolt
mr-rime,thunder-wave
mr-rime,thunder
mr-rime,psychic
mr-rime,screech
mr-rime,light-screen
mr-rime,reflect
mr-rime,metronome
mr-rime,rest
mr-rime,substitute
mr-rime,thief
mr-rime,snore
mr-rime,protect
mr-rime,icy-wind
mr-rime,endure
mr-rime,charm
mr-rime,attract
mr-rime,sleep-talk
mr-rime,safeguard
mr-rime,baton-pass
mr-rime,encore
mr-rime,rain-dance
mr-rime,sunny-day
mr-rime,shadow-ball
mr-rime,future-sight
mr-rime,uproar
mr-rime,hail
mr-rime,facade
mr-rime,taunt
mr-rime,helping-hand
mr-rime,trick
mr-rime,brick-break
mr-rime,skill-swap
mr-rime,fake-tears
mr-rime,icicle-spear
mr-rime,iron-defense
mr-rime,calm-mind
mr-rime,payback
mr-rime,fling
mr-rime,power-swap
mr-rime,guard-swap
mr-rime,drain-punch
mr-rime,focus-blast
mr-rime,energy-ball
mr-rime,giga-impact
mr-rime,nasty-plot
mr-rime,avalanche
mr-rime,zen-headbutt
mr-rime,trick-room
mr-rime,grass-knot
mr-rime,wonder-room
mr-rime,psyshock
mr-rime,magic-room
mr-rime,foul-play
mr-rime,round
mr-rime,stored-power
mr-rime,ally-switch
mr-rime,misty-terrain
mr-rime,dazzling-gleam
mr-rime,psychic-terrain
mr-rime,stomping-tantrum
scyther,headbutt
scyther,hyper-beam
scyther,toxic
scyther,light-screen
scyther,rest
scyther,substitute
scyther,protect
scyther,facade
scyther,brick-break
scyther,roost
scyther,u-turn
scyther,x-scissor
scizor,swords-dance
scizor,hyper-beam
scizor,toxic
scizor,double-team
scizor,light-screen
scizor,rest
scizor,substitute
scizor,thief
scizor,protect
scizor,sandstorm
scizor,false-swipe
scizor,swagger
scizor,steel-wing
scizor,attract
scizor,sleep-talk
scizor,return
scizor,frustration
scizor,safeguard
scizor,hidden-power
scizor,rain-dance
scizor,sunny-day
scizor,facade
scizor,brick-break
scizor,aerial-ace
scizor,roost
scizor,u-turn
scizor,fling
scizor,x-scissor
scizor,giga-impact
scizor,flash-cannon
scizor,venoshock
scizor,round
scizor,acrobatics
scizor,confide
scizor,brutal-swing
scizor-mega,swords-dance
scizor-mega,hyper-beam
scizor-mega,toxic
scizor-mega,double-team
scizor-mega,light-screen
scizor-mega,rest
scizor-mega,substitute
scizor-mega,thief
scizor-mega,protect
scizor-mega,sandstorm
scizor-mega,false-swipe
scizor-mega,swagger
scizor-mega,steel-wing
scizor-mega,attract
scizor-mega,sleep-talk
scizor-mega,return
scizor-mega,frustration
scizor-mega,safeguard
scizor-mega,hidden-power
scizor-mega,rain-dance
scizor-mega,sunny-day
scizor-mega,facade
scizor-mega,brick-break
scizor-mega,aerial-ace
scizor-mega,roost
scizor-mega,u-turn
scizor-mega,fling
scizor-mega,x-scissor
scizor-mega,giga-impact
scizor-mega,flash-cannon
scizor-mega,venoshock
scizor-mega,round
scizor-mega,acrobatics
scizor-mega,confide
scizor-mega,brutal-swing
jynx,ice-beam
jynx,blizzard
jynx,toxic
jynx,psychic
jynx,double-team
jynx,light-screen
jynx,reflect
jynx,dream-eater
jynx,rest
jynx,substitute
jynx,thief
jynx,protect
jynx,swagger
jynx,attract
jynx,sleep-talk
jynx,return
jynx,frustration
jynx,hidden-power
jynx,rain-dance
jynx,psych-up
jynx,shadow-ball
jynx,hail
jynx,facade
jynx,calm-mind
jynx,payback
jynx,fling
jynx,trick-room
jynx,grass-knot
jynx,psyshock
jynx,round
jynx,echoed-voice
jynx,frost-breath
jynx,confide
jynx,aurora-veil
smoochum,ice-punch
smoochum,headbutt
smoochum,ice-beam
smoochum,blizzard
smoochum,hyper-beam
smoochum,seismic-toss
smoochum,toxic
smoochum,psychic
smoochum,teleport
smoochum,light-screen
smoochum,reflect
smoochum,dream-eater
smoochum,rest
smoochum,substitute
smoochum,protect
smoochum,shadow-ball
smoochum,facade
smoochum,taunt
smoochum,helping-hand
smoochum,brick-break
smoochum,calm-mind
elekid,thunderbolt
elekid,thunder-wave
elekid,thunder
elekid,toxic
elekid,psychic
elekid,double-team
elekid,light-screen
elekid,rest
elekid,substitute
elekid,thief
elekid,protect
elekid,swagger
elekid,attract
elekid,sleep-talk
elekid,return
elekid,frustration
elekid,hidden-power
elekid,rain-dance
elekid,facade
elekid,brick-break
elekid,fling
elekid,charge-beam
elekid,round
elekid,volt-switch
elekid,wild-charge
elekid,confide
electabuzz,fire-punch
electabuzz,ice-punch
electabuzz,thunder-punch
electabuzz,headbutt
electabuzz,hyper-beam
electabuzz,seismic-toss
electabuzz,thunderbolt
electabuzz,thunder-wave
electabuzz,thunder
electabuzz,toxic
electabuzz,psychic
electabuzz,teleport
electabuzz,light-screen
electabuzz,reflect
electabuzz,rest
electabuzz,substitute
electabuzz,protect
electabuzz,iron-tail
electabuzz,facade
electabuzz,taunt
electabuzz,helping-hand
electabuzz,brick-break
electivire,flamethrower
electivire,hyper-beam
electivire,thunderbolt
electivire,thunder-wave
electivire,thunder
electivire,earthquake
electivire,toxic
electivire,psychic
electivire,double-team
electivire,light-screen
electivire,rest
electivire,rock-slide
electivire,substitute
electivire,thief
electivire,protect
electivire,swagger
electivire,attract
electivire,sleep-talk
electivire,return
electivire,frustration
electivire,hidden-power
electivire,rain-dance
electivire,torment
electivire,facade
electivire,taunt
electivire,brick-break
electivire,rock-tomb
electivire,fling
electivire,focus-blast
electivire,giga-impact
electivire,charge-beam
electivire,low-sweep
electivire,round
electivire,volt-switch
electivire,bulldoze
electivire,wild-charge
electivire,confide
magby,flamethrower
magby,toxic
magby,psychic
magby,double-team
magby,fire-blast
magby,rest
magby,substitute
magby,thief
magby,protect
magby,swagger
magby,attract
magby,sleep-talk
magby,return
magby,frustration
magby,hidden-power
magby,sunny-day
magby,will-o-wisp
magby,facade
magby,brick-break
magby,overheat
magby,fling
magby,flame-charge
magby,round
magby,confide
magmar,fire-punch
magmar,thunder-punch
magmar,headbutt
magmar,flamethrower
magmar,hyper-beam
magmar,seismic-toss
magmar,toxic
magmar,psychic
magmar,teleport
magmar,fire-blast
magmar,rest
magmar,substitute
magmar,protect
magmar,iron-tail
magmar,will-o-wisp
magmar,facade
magmar,taunt
magmar,helping-hand
magmar,brick-break
magmortar,flamethrower
magmortar,hyper-beam
magmortar,solar-beam
magmortar,thunderbolt
magmortar,earthquake
magmortar,toxic
magmortar,psychic
magmortar,double-team
magmortar,fire-blast
magmortar,rest
magmortar,rock-slide
magmortar,substitute
magmortar,thief
magmortar,protect
magmortar,swagger
magmortar,attract
magmortar,sleep-talk
magmortar,return
magmortar,frustration
magmortar,hidden-power
magmortar,sunny-day
magmortar,torment
magmortar,will-o-wisp
magmortar,facade
magmortar,taunt
magmortar,brick-break
magmortar,overheat
magmortar,rock-tomb
magmortar,fling
magmortar,focus-blast
magmortar,giga-impact
magmortar,flame-charge
magmortar,low-sweep
magmortar,round
magmortar,bulldoze
magmortar,confide
pinsir,headbutt
pinsir,hyper-beam
pinsir,seismic-toss
pinsir,earthquake
pinsir,dig
pinsir,toxic
pinsir,rest
pinsir,rock-slide
pinsir,substitute
pinsir,protect
pinsir,outrage
pinsir,facade
pinsir,helping-hand
pinsir,superpower
pinsir,brick-break
pinsir,bulk-up
pinsir,x-scissor
pinsir,stealth-rock
pinsir-mega,headbutt
pinsir-mega,hyper-beam
pinsir-mega,seismic-toss
pinsir-mega,earthquake
pinsir-mega,dig
pinsir-mega,toxic
pinsir-mega,rest
pinsir-mega,rock-slide
pinsir-mega,substitute
pinsir-mega,protect
pinsir-mega,outrage
pinsir-mega,facade
pinsir-mega,helping-hand
pinsir-mega,superpower
pinsir-mega,brick-break
pinsir-mega,bulk-up
pinsir-mega,x-scissor
pinsir-mega,stealth-rock
tauros,headbutt
tauros,flamethrower
tauros,surf
tauros,ice-beam
tauros,blizzard
tauros,hyper-beam
tauros,solar-beam
tauros,thunderbolt
tauros,thunder
tauros,earthquake
tauros,toxic
tauros,fire-blast
tauros,rest
tauros,rock-slide
tauros,substitute
tauros,protect
tauros,outrage
tauros,iron-tail
tauros,facade
tauros,helping-hand
magikarp,hydro-pump
magikarp,bounce
gyarados,headbutt
gyarados,flamethrower
gyarados,surf
gyarados,ice-beam
gyarados,blizzard
gyarados,hyper-beam
gyarados,thunderbolt
gyarados,thunder-wave
gyarados,thunder
gyarados,earthquake
gyarados,toxic
gyarados,reflect
gyarados,fire-blast
gyarados,waterfall
gyarados,rest
gyarados,substitute
gyarados,protect
gyarados,outrage
gyarados,iron-tail
gyarados,facade
gyarados,taunt
gyarados,dark-pulse
gyarados,dragon-pulse
gyarados,scald
gyarados,dragon-tail
gyarados-mega,headbutt
gyarados-mega,flamethrower
gyarados-mega,surf
gyarados-mega,ice-beam
gyarados-mega,blizzard
gyarados-mega,hyper-beam
gyarados-mega,thunderbolt
gyarados-mega,thunder-wave
gyarados-mega,thunder
gyarados-mega,earthquake
gyarados-mega,toxic
gyarados-mega,reflect
gyarados-mega,fire-blast
gyarados-mega,waterfall
gyarados-mega,rest
gyarados-mega,substitute
gyarados-mega,protect
gyarados-mega,outrage
gyarados-mega,iron-tail
gyarados-mega,facade
gyarados-mega,taunt
gyarados-mega,dark-pulse
gyarados-mega,dragon-pulse
gyarados-mega,scald
gyarados-mega,dragon-tail
lapras,headbutt
lapras,surf
lapras,ice-beam
lapras,blizzard
lapras,hyper-beam
lapras,solar-beam
lapras,thunderbolt
lapras,thunder
lapras,toxic
lapras,psychic
lapras,reflect
lapras,waterfall
lapras,dream-eater
lapras,rest
lapras,substitute
lapras,protect
lapras,outrage
lapras,megahorn
lapras,iron-tail
lapras,facade
lapras,dragon-pulse
lapras,drill-run
eevee,pay-day
eevee,headbutt
eevee,dig
eevee,toxic
eevee,reflect
eevee,rest
eevee,substitute
eevee,protect
eevee,iron-tail
eevee,shadow-ball
eevee,facade
eevee,helping-hand
vaporeon,pay-day
vaporeon,headbutt
vaporeon,surf
vaporeon,ice-beam
vaporeon,blizzard
vaporeon,hyper-beam
vaporeon,dig
vaporeon,toxic
vaporeon,reflect
vaporeon,waterfall
vaporeon,rest
vaporeon,substitute
vaporeon,protect
vaporeon,iron-tail
vaporeon,shadow-ball
vaporeon,facade
vaporeon,helping-hand
vaporeon,scald
jolteon,pay-day
jolteon,headbutt
jolteon,hyper-beam
jolteon,thunderbolt
jolteon,thunder-wave
jolteon,thunder
jolteon,dig
jolteon,toxic
jolteon,light-screen
jolteon,reflect
jolteon,rest
jolteon,substitute
jolteon,protect
jolteon,iron-tail
jolteon,shadow-ball
jolteon,facade
jolteon,helping-hand
flareon,pay-day
flareon,headbutt
flareon,flamethrower
flareon,hyper-beam
flareon,dig
flareon,toxic
flareon,reflect
flareon,fire-blast
flareon,rest
flareon,substitute
flareon,protect
flareon,iron-tail
flareon,shadow-ball
flareon,will-o-wisp
flareon,facade
flareon,helping-hand
flareon,superpower
espeon,pay-day
espeon,body-slam
espeon,hyper-beam
espeon,dig
espeon,psychic
espeon,light-screen
espeon,reflect
espeon,focus-energy
espeon,swift
espeon,rest
espeon,substitute
espeon,snore
espeon,protect
espeon,endure
espeon,charm
espeon,attract
espeon,sleep-talk
espeon,baton-pass
espeon,iron-tail
espeon,rain-dance
espeon,sunny-day
espeon,shadow-ball
espeon,future-sight
espeon,facade
espeon,helping-hand
espeon,trick
espeon,skill-swap
espeon,hyper-voice
espeon,weather-ball
espeon,fake-tears
espeon,calm-mind
espeon,power-swap
espeon,giga-impact
espeon,zen-headbutt
espeon,trick-room
espeon,grass-knot
espeon,psyshock
espeon,magic-room
espeon,round
espeon,stored-power
espeon,ally-switch
espeon,retaliate
espeon,work-up
espeon,dazzling-gleam
espeon,psychic-fangs
umbreon,pay-day
umbreon,body-slam
umbreon,hyper-beam
umbreon,dig
umbreon,psychic
umbreon,screech
umbreon,focus-energy
umbreon,swift
umbreon,rest
umbreon,substitute
umbreon,thief
umbreon,snore
umbreon,protect
umbreon,endure
umbreon,charm
umbreon,attract
umbreon,sleep-talk
umbreon,baton-pass
umbreon,iron-tail
umbreon,rain-dance
umbreon,sunny-day
umbreon,crunch
umbreon,shadow-ball
umbreon,facade
umbreon,taunt
umbreon,helping-hand
umbreon,hyper-voice
umbreon,weather-ball
umbreon,fake-tears
umbreon,payback
umbreon,assurance
umbreon,guard-swap
umbreon,dark-pulse
umbreon,giga-impact
umbreon,wonder-room
umbreon,foul-play
umbreon,round
umbreon,stored-power
umbreon,retaliate
umbreon,work-up
umbreon,snarl
umbreon,throat-chop
leafeon,pay-day
leafeon,swords-dance
leafeon,body-slam
leafeon,hyper-beam
leafeon,solar-beam
leafeon,dig
leafeon,focus-energy
leafeon,swift
leafeon,rest
leafeon,substitute
leafeon,snore
leafeon,protect
leafeon,giga-drain
leafeon,endure
leafeon,charm
leafeon,attract
leafeon,sleep-talk
leafeon,baton-pass
leafeon,iron-tail
leafeon,rain-dance
leafeon,sunny-day
leafeon,shadow-ball
leafeon,facade
leafeon,helping-hand
leafeon,hyper-voice
leafeon,weather-ball
leafeon,fake-tears
leafeon,bullet-seed
leafeon,magical-leaf
leafeon,leaf-blade
leafeon,seed-bomb
leafeon,x-scissor
leafeon,energy-ball
leafeon,giga-impact
leafeon,leaf-storm
leafeon,grass-knot
leafeon,round
leafeon,stored-power
leafeon,retaliate
leafeon,work-up
leafeon,solar-blade
glaceon,pay-day
glaceon,body-slam
glaceon,ice-beam
glaceon,blizzard
glaceon,hyper-beam
glaceon,dig
glaceon,focus-energy
glaceon,swift
glaceon,rest
glaceon,substitute
glaceon,snore
glaceon,protect
glaceon,icy-wind
glaceon,endure
glaceon,charm
glaceon,attract
glaceon,sleep-talk
glaceon,baton-pass
glaceon,iron-tail
glaceon,rain-dance
glaceon,sunny-day
glaceon,shadow-ball
glaceon,hail
glaceon,facade
glaceon,helping-hand
glaceon,hyper-voice
glaceon,weather-ball
glaceon,fake-tears
glaceon,icicle-spear
glaceon,giga-impact
glaceon,avalanche
glaceon,ice-fang
glaceon,round
glaceon,stored-power
glaceon,retaliate
glaceon,work-up
sylveon,pay-day
sylveon,body-slam
sylveon,hyper-beam
sylveon,dig
sylveon,light-screen
sylveon,reflect
sylveon,focus-energy
sylveon,swift
sylveon,rest
sylveon,substitute
sylveon,snore
sylveon,protect
sylveon,endure
sylveon,charm
sylveon,attract
sylveon,sleep-talk
sylveon,safeguard
sylveon,baton-pass
sylveon,iron-tail
sylveon,rain-dance
sylveon,sunny-day
sylveon,shadow-ball
sylveon,facade
sylveon,helping-hand
sylveon,skill-swap
sylveon,hyper-voice
sylveon,weather-ball
sylveon,fake-tears
sylveon,magical-leaf
sylveon,calm-mind
sylveon,giga-impact
sylveon,psyshock
sylveon,round
sylveon,stored-power
sylveon,retaliate
sylveon,work-up
sylveon,draining-kiss
sylveon,misty-terrain
sylveon,play-rough
sylveon,mystical-fire
sylveon,dazzling-gleam
porygon,headbutt
porygon,ice-beam
porygon,blizzard
porygon,hyper-beam
porygon,solar-beam
porygon,thunderbolt
porygon,thunder-wave
porygon,thunder
porygon,toxic
porygon,psychic
porygon,teleport
porygon,reflect
porygon,dream-eater
porygon,rest
porygon,tri-attack
porygon,substitute
porygon,protect
porygon,iron-tail
porygon,shadow-ball
porygon,facade
porygon,foul-play
porygon2,ice-beam
porygon2,blizzard
porygon2,hyper-beam
porygon2,solar-beam
porygon2,thunderbolt
porygon2,thunder-wave
porygon2,thunder
porygon2,toxic
porygon2,psychic
porygon2,double-team
porygon2,dream-eater
porygon2,rest
porygon2,substitute
porygon2,thief
porygon2,protect
porygon2,swagger
porygon2,sleep-talk
porygon2,return
porygon2,frustration
porygon2,hidden-power
porygon2,rain-dance
porygon2,sunny-day
porygon2,psych-up
porygon2,shadow-ball
porygon2,facade
porygon2,aerial-ace
porygon2,giga-impact
porygon2,trick-room
porygon2,charge-beam
porygon2,psyshock
porygon2,round
porygon2,confide
porygon-z,ice-beam
porygon-z,blizzard
porygon-z,hyper-beam
porygon-z,solar-beam
porygon-z,thunderbolt
porygon-z,thunder-wave
porygon-z,thunder
porygon-z,toxic
porygon-z,psychic
porygon-z,double-team
porygon-z,dream-eater
porygon-z,rest
porygon-z,substitute
porygon-z,thief
porygon-z,protect
porygon-z,swagger
porygon-z,sleep-talk
porygon-z,return
porygon-z,frustration
porygon-z,hidden-power
porygon-z,rain-dance
porygon-z,sunny-day
porygon-z,psych-up
porygon-z,shadow-ball
porygon-z,facade
porygon-z,aerial-ace
porygon-z,embargo
porygon-z,dark-pulse
porygon-z,giga-impact
porygon-z,trick-room
porygon-z,charge-beam
porygon-z,psyshock
porygon-z,round
porygon-z,confide
omanyte,headbutt
omanyte,surf
omanyte,ice-beam
omanyte,blizzard
omanyte,toxic
omanyte,reflect
omanyte,waterfall
omanyte,rest
omanyte,rock-slide
omanyte,substitute
omanyte,protect
omanyte,facade
omanyte,stealth-rock
omanyte,scald
omastar,headbutt
omastar,surf
omastar,ice-beam
omastar,blizzard
omastar,hyper-beam
omastar,seismic-toss
omastar,toxic
omastar,reflect
omastar,waterfall
omastar,rest
omastar,rock-slide
omastar,substitute
omastar,protect
omastar,facade
omastar,stealth-rock
omastar,scald
kabuto,headbutt
kabuto,surf
kabuto,ice-beam
kabuto,blizzard
kabuto,mega-drain
kabuto,dig
kabuto,toxic
kabuto,reflect
kabuto,waterfall
kabuto,rest
kabuto,rock-slide
kabuto,substitute
kabuto,protect
kabuto,facade
kabuto,stealth-rock
kabuto,scald
kabutops,headbutt
kabutops,surf
kabutops,ice-beam
kabutops,blizzard
kabutops,hyper-beam
kabutops,seismic-toss
kabutops,mega-drain
kabutops,dig
kabutops,toxic
kabutops,reflect
kabutops,waterfall
kabutops,rest
kabutops,rock-slide
kabutops,substitute
kabutops,protect
kabutops,facade
kabutops,superpower
kabutops,brick-break
kabutops,x-scissor
kabutops,stealth-rock
kabutops,scald
aerodactyl,fly
aerodactyl,headbutt
aerodactyl,flamethrower
aerodactyl,hyper-beam
aerodactyl,earthquake
aerodactyl,toxic
aerodactyl,reflect
aerodactyl,fire-blast
aerodactyl,rest
aerodactyl,rock-slide
aerodactyl,substitute
aerodactyl,protect
aerodactyl,iron-tail
aerodactyl,facade
aerodactyl,taunt
aerodactyl,roost
aerodactyl,dragon-pulse
aerodactyl,stealth-rock
aerodactyl-mega,fly
aerodactyl-mega,headbutt
aerodactyl-mega,flamethrower
aerodactyl-mega,hyper-beam
aerodactyl-mega,earthquake
aerodactyl-mega,toxic
aerodactyl-mega,reflect
aerodactyl-mega,fire-blast
aerodactyl-mega,rest
aerodactyl-mega,rock-slide
aerodactyl-mega,substitute
aerodactyl-mega,protect
aerodactyl-mega,iron-tail
aerodactyl-mega,facade
aerodactyl-mega,taunt
aerodactyl-mega,roost
aerodactyl-mega,dragon-pulse
aerodactyl-mega,stealth-rock
munchlax,mega-punch
munchlax,pay-day
munchlax,fire-punch
munchlax,ice-punch
munchlax,thunder-punch
munchlax,mega-kick
munchlax,body-slam
munchlax,flamethrower
munchlax,hydro-pump
munchlax,surf
munchlax,ice-beam
munchlax,blizzard
munchlax,solar-beam
munchlax,thunderbolt
munchlax,thunder
munchlax,earthquake
munchlax,psychic
munchlax,screech
munchlax,metronome
munchlax,self-destruct
munchlax,fire-blast
munchlax,amnesia
munchlax,rest
munchlax,rock-slide
munchlax,substitute
munchlax,snore
munchlax,protect
munchlax,icy-wind
munchlax,sandstorm
munchlax,endure
munchlax,charm
munchlax,attract
munchlax,sleep-talk
munchlax,encore
munchlax,rain-dance
munchlax,sunny-day
munchlax,shadow-ball
munchlax,whirlpool
munchlax,uproar
munchlax,facade
munchlax,superpower
munchlax,brick-break
munchlax,hyper-voice
munchlax,rock-tomb
munchlax,fling
munchlax,seed-bomb
munchlax,zen-headbutt
munchlax,gunk-shot
munchlax,round
munchlax,retaliate
munchlax,bulldoze
munchlax,work-up
munchlax,stomping-tantrum
snorlax,pay-day
snorlax,fire-punch
snorlax,ice-punch
snorlax,thunder-punch
snorlax,headbutt
snorlax,flamethrower
snorlax,surf
snorlax,ice-beam
snorlax,blizzard
snorlax,hyper-beam
snorlax,seismic-toss
snorlax,solar-beam
snorlax,thunderbolt
snorlax,thunder
snorlax,earthquake
snorlax,toxic
snorlax,psychic
snorlax,reflect
snorlax,self-destruct
snorlax,fire-blast
snorlax,rest
snorlax,rock-slide
snorlax,substitute
snorlax,protect
snorlax,outrage
snorlax,shadow-ball
snorlax,facade
snorlax,superpower
snorlax,brick-break
articuno,fly
articuno,headbutt
articuno,ice-beam
articuno,blizzard
articuno,hyper-beam
articuno,toxic
articuno,reflect
articuno,rest
articuno,substitute
articuno,protect
articuno,facade
articuno,roost
articuno,u-turn
zapdos,fly
zapdos,headbutt
zapdos,hyper-beam
zapdos,thunderbolt
zapdos,thunder-wave
zapdos,thunder
zapdos,toxic
zapdos,light-screen
zapdos,reflect
zapdos,rest
zapdos,substitute
zapdos,protect
zapdos,facade
zapdos,roost
zapdos,u-turn
moltres,fly
moltres,headbutt
moltres,flamethrower
moltres,hyper-beam
moltres,solar-beam
moltres,toxic
moltres,reflect
moltres,fire-blast
moltres,rest
moltres,substitute
moltres,protect
moltres,will-o-wisp
moltres,facade
moltres,roost
moltres,u-turn
dratini,headbutt
dratini,flamethrower
dratini,surf
dratini,ice-beam
dratini,blizzard
dratini,hyper-beam
dratini,thunderbolt
dratini,thunder-wave
dratini,thunder
dratini,toxic
dratini,light-screen
dratini,reflect
dratini,fire-blast
dratini,waterfall
dratini,rest
dratini,substitute
dratini,protect
dratini,outrage
dratini,iron-tail
dratini,facade
dratini,dragon-pulse
dratini,dragon-tail
dragonair,headbutt
dragonair,flamethrower
dragonair,surf
dragonair,ice-beam
dragonair,blizzard
dragonair,hyper-beam
dragonair,thunderbolt
dragonair,thunder-wave
dragonair,thunder
dragonair,toxic
dragonair,light-screen
dragonair,reflect
dragonair,fire-blast
dragonair,waterfall
dragonair,rest
dragonair,substitute
dragonair,protect
dragonair,outrage
dragonair,iron-tail
dragonair,facade
dragonair,dragon-pulse
dragonair,dragon-tail
dragonite,fire-punch
dragonite,ice-punch
dragonite,thunder-punch
dragonite,fly
dragonite,headbutt
dragonite,flamethrower
dragonite,surf
dragonite,ice-beam
dragonite,blizzard
dragonite,hyper-beam
dragonite,thunderbolt
dragonite,thunder-wave
dragonite,thunder
dragonite,earthquake
dragonite,toxic
dragonite,light-screen
dragonite,reflect
dragonite,fire-blast
dragonite,waterfall
dragonite,rest
dragonite,rock-slide
dragonite,substitute
dragonite,protect
dragonite,outrage
dragonite,iron-tail
dragonite,facade
dragonite,superpower
dragonite,brick-break
dragonite,roost
dragonite,dragon-pulse
dragonite,dragon-tail
mewtwo,pay-day
mewtwo,fire-punch
mewtwo,ice-punch
mewtwo,thunder-punch
mewtwo,headbutt
mewtwo,flamethrower
mewtwo,ice-beam
mewtwo,blizzard
mewtwo,hyper-beam
mewtwo,seismic-toss
